id,x,y,z,speed
0,0.6470336318016052,-0.3330442011356354,3.7079312801361084,1.0012639970361235
0,0.7621930241584778,-0.3331040143966675,3.7019498348236084,1.0002309396905142
0,0.8807169198989868,-0.33318206667900085,3.6940083503723145,0.9987114362359107
0,1.0012383460998535,-0.33328089118003845,3.684309244155884,0.9956180584676305
0,1.1216378211975098,-0.3334003686904907,3.673194646835327,0.9914579859362325
0,1.2429685592651367,-0.3335414230823517,3.661052942276001,0.9864081373145244
0,1.364235281944275,-0.33370232582092285,3.6482856273651123,0.980240491816517
0,1.4858603477478027,-0.33388274908065796,3.63519024848938,0.9737492839019827
0,1.6075972318649292,-0.3340827226638794,3.6220502853393555,0.9667924767643985
0,1.7293463945388794,-0.3343028426170349,3.609025716781616,0.9596688920225502
0,1.85115385055542,-0.334544837474823,3.596306562423706,0.9524140575224999
0,1.9730087518692017,-0.33481019735336304,3.5840115547180176,0.945365045398983
0,2.094916820526123,-0.3351004123687744,3.5722546577453613,0.9384539243118225
0,2.216886520385742,-0.33541715145111084,3.561152458190918,0.9318536664519963
0,2.3389205932617188,-0.3357616066932678,3.5507843494415283,0.9258250089457771
0,2.4610230922698975,-0.33613526821136475,3.541254758834839,0.9201168630701763
0,2.583193778991699,-0.3365393877029419,3.532646894454956,0.9153818350404955
0,2.705430269241333,-0.3369750380516052,3.5250327587127686,0.9112781486462495
0,2.827728271484375,-0.3374435603618622,3.518489360809326,0.9079657224081596
0,2.9500808715820312,-0.3379460275173187,3.5130627155303955,0.9059409439001341
0,3.072479486465454,-0.3384837210178375,3.508793354034424,0.9045916875074774
0,3.1949126720428467,-0.3390582799911499,3.5056891441345215,0.904609915348979
0,3.3173696994781494,-0.33967089653015137,3.503744602203369,0.9055679616056805
0,3.4398393630981445,-0.34032368659973145,3.5029189586639404,0.9073144807813531
0,3.5623111724853516,-0.3410186469554901,3.503159999847412,0.910331197217035
0,3.684777021408081,-0.34175804257392883,3.5043976306915283,0.9138322332810018
0,3.8072099685668945,-0.3425453007221222,3.5065324306488037,0.9180994523501869
0,3.9296257495880127,-0.3433830738067627,3.5094895362854004,0.9228249226660299
0,4.051803112030029,-0.3442745506763458,3.513148307800293,0.9277913284836928
0,4.172867774963379,-0.3452168405056,3.517385244369507,0.9329917657944183
0,4.293912410736084,-0.3462221622467041,3.5221502780914307,0.9381886126460705
0,4.411694049835205,-0.34726789593696594,3.527211904525757,0.9432347296974061
0,4.529458999633789,-0.3483850955963135,3.5326435565948486,0.9481397174597263
0,4.640873908996582,-0.3495151102542877,3.538074493408203,0.9526737407299786
0,4.743812084197998,-0.35062918066978455,3.5433173179626465,0.9567221312032448
0,4.846739292144775,-0.3518162965774536,3.548759937286377,0.9605827141355138
0,4.941775798797607,-0.352983683347702,3.5539515018463135,0.9639877447371804
0,5.031618118286133,-0.35415568947792053,3.5590007305145264,0.9670339443204657
0,5.119021892547607,-0.35536423325538635,3.564042568206787,0.9698171428772766
0,5.205633163452148,-0.35663244128227234,3.5691657066345215,0.9724003053507219
