TimeStep,Time,"Points:0","Points:1","Points:2","WaterHeight"
5,35,0.046287,7.75,-0.00043985,-0.00043985
5,35,0,7.75,-0.0001362,-0.0001362
5,35,0.047151,7.7029,-0.00043197,-0.00043197
5,35,-3.7216e-27,7.7038,-3.3067e-05,-3.3067e-05
5,35,0,-7.5587,-2.9997e-05,-2.9997e-05
5,35,0.048138,-7.5563,-0.00043598,-0.00043598
5,35,0,-7.5076,-3.0514e-05,-3.0514e-05
5,35,0.048264,-7.5055,-0.00043486,-0.00043486
5,35,6.4192e-25,7.6569,-2.9446e-05,-2.9446e-05
5,35,0.0476,7.6552,-0.00043615,-0.00043615
5,35,-9.1579e-27,7.6085,-2.9656e-05,-2.9656e-05
5,35,0.047916,7.6063,-0.00043635,-0.00043635
5,35,3.4803e-29,7.5587,-3.0016e-05,-3.0016e-05
5,35,0.048138,7.5563,-0.00043584,-0.00043584
5,35,-1.0377e-35,7.4559,-3.1186e-05,-3.1186e-05
5,35,0.04833,7.4543,-0.00043356,-0.00043356
5,35,-6.8543e-33,7.5076,-3.0505e-05,-3.0505e-05
5,35,0.048264,7.5055,-0.00043474,-0.00043474
5,35,-8.2301e-40,7.4042,-3.1841e-05,-3.1841e-05
5,35,0.048376,7.4031,-0.00043258,-0.00043258
5,35,1.3312e-43,7.3527,-3.2348e-05,-3.2348e-05
5,35,0.048421,7.352,-0.00043191,-0.00043191
5,35,4.2039e-45,7.3016,-3.2616e-05,-3.2616e-05
5,35,0.048467,7.3012,-0.00043134,-0.00043134
5,35,0,7.2508,-3.2674e-05,-3.2674e-05
5,35,0.048506,7.2507,-0.00043093,-0.00043093
5,35,0,7.2004,-3.2599e-05,-3.2599e-05
5,35,0.048535,7.2004,-0.00043076,-0.00043076
5,35,0,7.1502,-3.2464e-05,-3.2464e-05
5,35,0.048553,7.1502,-0.00043065,-0.00043065
5,35,0,7.1001,-3.2323e-05,-3.2323e-05
5,35,0.048564,7.1001,-0.00043052,-0.00043052
5,35,0.048571,7.05,-0.00043039,-0.00043039
5,35,0,7.05,-3.2201e-05,-3.2201e-05
5,35,0,7,-3.2114e-05,-3.2114e-05
