TimeStep,Time,"Points:0","Points:1","Points:2","WaterHeight"
7,37,0.046287,7.75,-0.0002017,-0.0002017
7,37,0,7.75,-0.00018846,-0.00018846
7,37,0.047151,7.7029,-0.00019016,-0.00019016
7,37,-3.63e-27,7.7038,-0.00018193,-0.00018193
7,37,0,-7.5587,-0.00017892,-0.00017892
7,37,0.048138,-7.5563,-0.00018919,-0.00018919
7,37,0,-7.5076,-0.00017944,-0.00017944
7,37,0.048264,-7.5055,-0.00018936,-0.00018936
7,37,6.3233e-25,7.6569,-0.00017837,-0.00017837
7,37,0.0476,7.6552,-0.00019025,-0.00019025
7,37,-9.0736e-27,7.6085,-0.00017858,-0.00017858
7,37,0.047916,7.6063,-0.00018947,-0.00018947
7,37,3.4589e-29,7.5587,-0.00017894,-0.00017894
7,37,0.048138,7.5563,-0.00018917,-0.00018917
7,37,-1.0361e-35,7.4559,-0.0001801,-0.0001801
7,37,0.04833,7.4543,-0.00018965,-0.00018965
7,37,-6.9043e-33,7.5076,-0.00017943,-0.00017943
7,37,0.048264,7.5055,-0.00018935,-0.00018935
7,37,-8.4825e-40,7.4042,-0.00018075,-0.00018075
7,37,0.048375,7.4031,-0.00018987,-0.00018987
7,37,1.1631e-43,7.3527,-0.00018125,-0.00018125
7,37,0.048421,7.352,-0.00018998,-0.00018998
7,37,4.2039e-45,7.3016,-0.00018151,-0.00018151
7,37,0.048467,7.3012,-0.00019002,-0.00019002
7,37,0,7.2508,-0.00018157,-0.00018157
7,37,0.048506,7.2507,-0.00019005,-0.00019005
7,37,0,7.2004,-0.00018149,-0.00018149
7,37,0.048535,7.2004,-0.00019008,-0.00019008
7,37,0,7.1502,-0.00018136,-0.00018136
7,37,0.048553,7.1502,-0.0001901,-0.0001901
7,37,0,7.1001,-0.00018122,-0.00018122
7,37,0.048564,7.1001,-0.00019014,-0.00019014
7,37,0.04857,7.05,-0.00019018,-0.00019018
7,37,0,7.05,-0.0001811,-0.0001811
7,37,0,7,-0.00018101,-0.00018101
7,37,0.048574,7,-0.00019025,-0.00019025
7,37,0.048575,6.95,-0.00019033,-0.00019033
7,37,0,6.95,-0.00018095,-0.00018095
7,37,0.048576,6.9,-0.0001904,-0.0001904
7,37,0,6.9,-0.00018089,-0.00018089
7,37,0.048577,6.85,-0.00019048,-0.00019048
7,37,0,6.85,-0.00018086,-0.00018086
7,37,0,6.8,-0.00018085,-0.00018085
7,37,0.048577,6.8,-0.00019054,-0.00019054
7,37,0,6.75,-0.00018081,-0.00018081
7,37,0.048577,6.75,-0.00019055,-0.00019055
7,37,0,6.7,-0.00018086,-0.00018086
7,37,0.048577,6.7,-0.00019056,-0.00019056
7,37,0.048577,6.65,-0.00019057,-0.00019057
7,37,0,6.65,-0.00018076,-0.00018076
7,37,0.048577,6.6,-0.00019057,-0.00019057
7,37,0,6.6,-0.00018083,-0.00018083
7,37,0,6.55,-0.0001808,-0.0001808
7,37,0.048577,6.55,-0.00019059,-0.00019059
7,37,0,6.5,-0.0001808,-0.0001808
7,37,0.048577,6.5,-0.00019061,-0.00019061
7,37,0.048577,6.45,-0.00019063,-0.00019063
7,37,0,6.45,-0.0001808,-0.0001808
7,37,0,6.4,-0.0001808,-0.0001808
7,37,0.048577,6.4,-0.00019065,-0.00019065
7,37,0,6.35,-0.0001808,-0.0001808
7,37,0.048577,6.35,-0.00019067,-0.00019067
7,37,0.09338,7.75,-0.00020715,-0.00020715
7,37,0.094943,7.7024,-0.00019925,-0.00019925
7,37,15,7.7038,-2.7486e-06,-2.7486e-06
7,37,15,7.75,1.0201e-06,1.0201e-06
7,37,14.953,7.7029,4.9747e-06,4.9747e-06
7,37,14.954,7.75,-8.1894e-06,-8.1894e-06
7,37,0.14387,7.7021,-0.0002065,-0.0002065
7,37,0.14182,7.75,-0.00021555,-0.00021555
7,37,14.907,7.75,-3.0667e-06,-3.0667e-06
7,37,14.905,7.7024,5.1171e-06,5.1171e-06
7,37,0.19172,7.75,-0.00022172,-0.00022172
7,37,0.19391,7.7018,-0.00021124,-0.00021124
7,37,0.24276,7.75,-0.00022337,-0.00022337
7,37,0.24475,7.7017,-0.00021181,-0.00021181
7,37,14.858,7.75,-1.563e-06,-1.563e-06
7,37,14.856,7.7021,5.4383e-06,5.4383e-06
7,37,14.808,7.75,1.5682e-06,1.5682e-06
7,37,14.806,7.7018,8.0751e-06,8.0751e-06
7,37,14.757,7.75,4.8727e-06,4.8727e-06
7,37,14.755,7.7017,1.0907e-05,1.0907e-05
7,37,14.706,7.75,8.8079e-06,8.8079e-06
7,37,14.704,7.7016,1.4223e-05,1.4223e-05
7,37,14.654,7.75,1.3219e-05,1.3219e-05
7,37,14.653,7.7016,1.7958e-05,1.7958e-05
7,37,14.602,7.75,1.8105e-05,1.8105e-05
7,37,14.602,7.7015,2.2183e-05,2.2183e-05
7,37,14.551,7.75,2.3544e-05,2.3544e-05
7,37,14.551,7.7015,2.695e-05,2.695e-05
7,37,14.501,7.75,2.9567e-05,2.9567e-05
7,37,14.501,7.7014,3.2333e-05,3.2333e-05
7,37,14.45,7.75,3.6002e-05,3.6002e-05
7,37,14.45,7.7014,3.8258e-05,3.8258e-05
7,37,14.4,7.75,4.262e-05,4.262e-05
7,37,14.4,7.7014,4.4714e-05,4.4714e-05
7,37,14.35,7.75,5.038e-05,5.038e-05
7,37,14.35,7.7014,5.2064e-05,5.2064e-05
7,37,14.3,7.7014,6.034e-05,6.034e-05
7,37,14.3,7.75,5.9308e-05,5.9308e-05
7,37,14.25,7.75,6.8649e-05,6.8649e-05
7,37,14.25,7.7014,6.9545e-05,6.9545e-05
7,37,14.2,7.7014,7.9566e-05,7.9566e-05
7,37,14.2,7.75,7.8622e-05,7.8622e-05
7,37,14.15,7.7014,9.0729e-05,9.0729e-05
7,37,14.15,7.75,8.9759e-05,8.9759e-05
