TimeStep,Time,"Points:0","Points:1","Points:2","WaterHeight"
18,48,0.046287,7.75,0.00012734,0.00012734
18,48,0,7.75,0.00013575,0.00013575
18,48,0.047151,7.7029,0.0001387,0.0001387
18,48,-3.8282e-27,7.7038,0.00014013,0.00014013
18,48,0,-7.5587,0.00014327,0.00014327
18,48,0.048137,-7.5563,0.00014157,0.00014157
18,48,0,-7.5076,0.00014275,0.00014275
18,48,0.048264,-7.5055,0.00014207,0.00014207
18,48,6.5307e-25,7.6569,0.00014382,0.00014382
18,48,0.0476,7.6552,0.00013847,0.00013847
18,48,-9.2559e-27,7.6085,0.00014361,0.00014361
18,48,0.047916,7.6063,0.00014026,0.00014026
18,48,3.5051e-29,7.5587,0.00014325,0.00014325
18,48,0.048137,7.5563,0.00014157,0.00014157
18,48,-1.0394e-35,7.4559,0.00014207,0.00014207
18,48,0.04833,7.4543,0.00014207,0.00014207
18,48,-6.7962e-33,7.5076,0.00014276,0.00014276
18,48,0.048264,7.5055,0.00014207,0.00014207
18,48,-7.9365e-40,7.4042,0.00014141,0.00014141
18,48,0.048375,7.4031,0.00014192,0.00014192
18,48,1.5134e-43,7.3527,0.00014089,0.00014089
18,48,0.048421,7.352,0.0001418,0.0001418
18,48,4.2039e-45,7.3016,0.00014062,0.00014062
18,48,0.048467,7.3012,0.00014178,0.00014178
18,48,0,7.2508,0.00014056,0.00014056
18,48,0.048506,7.2507,0.00014184,0.00014184
18,48,0,7.2004,0.00014063,0.00014063
18,48,0.048535,7.2004,0.00014191,0.00014191
18,48,0,7.1502,0.00014077,0.00014077
18,48,0.048553,7.1502,0.000142,0.000142
18,48,0,7.1001,0.00014091,0.00014091
18,48,0.048564,7.1001,0.00014209,0.00014209
18,48,0.04857,7.05,0.00014219,0.00014219
18,48,0,7.05,0.00014104,0.00014104
18,48,0,7,0.00014112,0.00014112
18,48,0.048574,7,0.00014229,0.00014229
18,48,0.048575,6.95,0.00014241,0.00014241
18,48,0,6.95,0.00014119,0.00014119
18,48,0.048576,6.9,0.00014253,0.00014253
18,48,0,6.9,0.00014125,0.00014125
18,48,0.048577,6.85,0.00014265,0.00014265
18,48,0,6.85,0.00014128,0.00014128
18,48,0,6.8,0.00014129,0.00014129
18,48,0.048577,6.8,0.00014279,0.00014279
18,48,0,6.75,0.00014133,0.00014133
18,48,0.048577,6.75,0.00014293,0.00014293
18,48,0,6.7,0.00014128,0.00014128
18,48,0.048577,6.7,0.00014304,0.00014304
18,48,0.048577,6.65,0.0001431,0.0001431
18,48,0,6.65,0.00014137,0.00014137
18,48,0.048577,6.6,0.00014311,0.00014311
18,48,0,6.6,0.00014132,0.00014132
18,48,0,6.55,0.00014133,0.00014133
18,48,0.048577,6.55,0.00014308,0.00014308
18,48,0,6.5,0.00014134,0.00014134
18,48,0.048577,6.5,0.00014305,0.00014305
18,48,0.048577,6.45,0.00014302,0.00014302
18,48,0,6.45,0.00014134,0.00014134
18,48,0,6.4,0.00014134,0.00014134
18,48,0.048577,6.4,0.00014301,0.00014301
18,48,0,6.35,0.00014134,0.00014134
18,48,0.048577,6.35,0.000143,0.000143
18,48,0.09338,7.75,0.00012298,0.00012298
18,48,0.094943,7.7024,0.00012979,0.00012979
18,48,15,7.7038,-2.7486e-06,-2.7486e-06
18,48,15,7.75,5.5151e-07,5.5151e-07
18,48,14.953,7.7029,3.4659e-06,3.4659e-06
18,48,14.954,7.75,-1.0178e-05,-1.0178e-05
18,48,0.14387,7.7021,0.00011395,0.00011395
18,48,0.14182,7.75,0.00010538,0.00010538
18,48,14.907,7.75,-7.3619e-06,-7.3619e-06
18,48,14.905,7.7024,1.5042e-06,1.5042e-06
18,48,0.19172,7.75,7.5786e-05,7.5786e-05
18,48,0.19391,7.7018,8.7837e-05,8.7837e-05
18,48,0.24276,7.75,3.463e-05,3.463e-05
18,48,0.24475,7.7017,4.7098e-05,4.7098e-05
18,48,14.858,7.75,-8.1741e-06,-8.1741e-06
18,48,14.856,7.7021,-4.9096e-07,-4.9096e-07
18,48,14.808,7.75,-7.7174e-06,-7.7174e-06
18,48,14.806,7.7018,-1.9172e-07,-1.9172e-07
18,48,14.757,7.75,-7.6034e-06,-7.6034e-06
18,48,14.755,7.7017,-1.2763e-07,-1.2763e-07
18,48,14.706,7.75,-6.6896e-06,-6.6896e-06
18,48,14.704,7.7016,4.5324e-07,4.5324e-07
18,48,14.654,7.75,-5.2492e-06,-5.2492e-06
18,48,14.653,7.7016,1.4337e-06,1.4337e-06
18,48,14.602,7.75,-3.3138e-06,-3.3138e-06
18,48,14.602,7.7015,2.8572e-06,2.8572e-06
18,48,14.551,7.75,-8.704e-07,-8.704e-07
18,48,14.551,7.7015,4.6954e-06,4.6954e-06
18,48,14.501,7.75,2.0388e-06,2.0388e-06
18,48,14.501,7.7014,6.9244e-06,6.9244e-06
18,48,14.45,7.75,5.4715e-06,5.4715e-06
18,48,14.45,7.7014,9.475e-06,9.475e-06
18,48,14.4,7.75,9.1406e-06,9.1406e-06
18,48,14.4,7.7014,1.2349e-05,1.2349e-05
18,48,14.35,7.75,1.2894e-05,1.2894e-05
18,48,14.35,7.7014,1.547e-05,1.547e-05
18,48,14.3,7.7014,1.8648e-05,1.8648e-05
18,48,14.3,7.75,1.6676e-05,1.6676e-05
18,48,14.25,7.75,2.0188e-05,2.0188e-05
18,48,14.25,7.7014,2.1919e-05,2.1919e-05
18,48,14.2,7.7014,2.5007e-05,2.5007e-05
18,48,14.2,7.75,2.3215e-05,2.3215e-05
18,48,14.15,7.7014,2.7783e-05,2.7783e-05
18,48,14.15,7.75,2.5732e-05,2.5732e-05
18,48,14.1,7.7014,2.9901e-05,2.9901e-05
18,48,14.1,7.75,2.7356e-05,2.7356e-05
18,48,14.05,7.75,2.7618e-05,2.7618e-05
18,48,14.05,7.7014,3.0543e-05,3.0543e-05
18,48,14,7.7014,2.9536e-05,2.9536e-05
18,48,14,7.75,2.5763e-05,2.5763e-05
18,48,13.95,7.7014,2.6782e-05,2.6782e-05
18,48,13.95,7.75,2.0804e-05,2.0804e-05
18,48,13.9,7.7014,2.1217e-05,2.1217e-05
18,48,13.9,7.75,1.4563e-05,1.4563e-05
18,48,13.85,7.75,3.4373e-06,3.4373e-06
18,48,13.85,7.7014,8.9047e-06,8.9047e-06
18,48,13.8,7.75,-2.1401e-05,-2.1401e-05
18,48,13.8,7.7014,-1.5221e-05,-1.5221e-05
18,48,13.75,7.75,-5.0259e-05,-5.0259e-05
18,48,13.75,7.7014,-4.2713e-05,-4.2713e-05
18,48,13.7,7.7014,-7.0141e-05,-7.0141e-05
18,48,13.7,7.75,-7.885e-05,-7.885e-05
18,48,13.65,7.7014,-0.00010674,-0.00010674
18,48,13.65,7.75,-0.00011671,-0.00011671
18,48,13.6,7.75,-0.00016275,-0.00016275
18,48,13.6,7.7014,-0.00015276,-0.00015276
18,48,13.55,7.75,-0.00021625,-0.00021625
18,48,13.55,7.7014,-0.00020716,-0.00020716
18,48,15,-7.7038,-2.749e-06,-2.749e-06
18,48,14.953,-7.7029,3.4686e-06,3.4686e-06
18,48,15,-7.75,5.5418e-07,5.5418e-07
18,48,14.954,-7.75,-1.0145e-05,-1.0145e-05
18,48,15,-7.6569,2.5179e-06,2.5179e-06
18,48,14.952,-7.6552,4.7064e-06,4.7064e-06
18,48,15,7.6569,2.5186e-06,2.5186e-06
18,48,14.952,7.6552,4.7e-06,4.7e-06
18,48,15,7.6085,2.1845e-06,2.1845e-06
18,48,14.952,7.6063,4.4916e-06,4.4916e-06
18,48,15,7.5586,1.8532e-06,1.8532e-06
18,48,14.952,7.5563,4.0124e-06,4.0124e-06
18,48,15,7.5076,1.3469e-06,1.3469e-06
18,48,14.952,7.5055,3.4593e-06,3.4593e-06
18,48,15,7.4559,6.6313e-07,6.6313e-07
18,48,14.952,7.4543,2.9314e-06,2.9314e-06
18,48,15,7.4042,1.4082e-08,1.4082e-08
18,48,14.952,7.4031,2.5093e-06,2.5093e-06
18,48,15,7.3527,-4.8321e-07,-4.8321e-07
18,48,14.952,7.352,2.2247e-06,2.2247e-06
18,48,15,7.3016,-7.3923e-07,-7.3923e-07
18,48,14.952,7.3012,2.0636e-06,2.0636e-06
18,48,15,7.2508,-7.9011e-07,-7.9011e-07
18,48,14.951,7.2507,1.9893e-06,1.9893e-06
18,48,15,7.2004,-7.0832e-07,-7.0832e-07
18,48,14.951,7.2004,1.9686e-06,1.9686e-06
18,48,15,7.1502,-5.705e-07,-5.705e-07
18,48,14.951,7.1502,1.975e-06,1.975e-06
18,48,15,7.1001,-4.2673e-07,-4.2673e-07
18,48,14.951,7.1001,1.9869e-06,1.9869e-06
18,48,15,7.05,-2.8772e-07,-2.8772e-07
18,48,14.951,7.05,1.9967e-06,1.9967e-06
18,48,15,7,-2.3783e-07,-2.3783e-07
18,48,14.951,7,2.0022e-06,2.0022e-06
18,48,15,6.95,-1.4617e-07,-1.4617e-07
18,48,14.951,6.95,2.0045e-06,2.0045e-06
18,48,15,6.9,-1.0118e-07,-1.0118e-07
18,48,14.951,6.9,1.9958e-06,1.9958e-06
18,48,15,6.85,-6.6772e-08,-6.6772e-08
18,48,14.951,6.85,1.9868e-06,1.9868e-06
18,48,15,6.8,-4.7348e-08,-4.7348e-08
18,48,14.951,6.8,1.9772e-06,1.9772e-06
18,48,15,6.75,-3.3241e-08,-3.3241e-08
18,48,14.951,6.75,1.9664e-06,1.9664e-06
18,48,15,6.7,-2.4798e-08,-2.4798e-08
18,48,14.951,6.7,1.957e-06,1.957e-06
18,48,15,6.65,-1.5918e-08,-1.5918e-08
18,48,14.951,6.65,1.9465e-06,1.9465e-06
18,48,15,6.6,-2.8847e-08,-2.8847e-08
18,48,14.951,6.6,1.935e-06,1.935e-06
18,48,15,6.55,1.9667e-08,1.9667e-08
18,48,14.951,6.55,1.9226e-06,1.9226e-06
18,48,15,6.5,2.5414e-08,2.5414e-08
18,48,14.951,6.5,1.9168e-06,1.9168e-06
18,48,15,6.45,-2.0704e-08,-2.0704e-08
18,48,14.951,6.45,1.9102e-06,1.9102e-06
18,48,15,6.4,-3.2895e-08,-3.2895e-08
18,48,14.951,6.4,1.8972e-06,1.8972e-06
