Time,WindSpeed,Surge_X,Heave_Z,Pitch_Deg
1.0,1.6196730525274288,0.0,0.0,0.0
2.0,1.2442686491492854,0.0,0.0,0.0
3.0,2.7118647247979046,0.0,0.0,0.0
4.0,2.2797028408100806,0.0,0.0,0.0
5.0,2.5354679397533233,0.0,0.0,0.0
6.0,2.0718015598718127,0.0,0.0,0.0
7.0,1.9324220058399233,0.0,0.0,0.0
8.0,2.743029798804263,0.0,0.0,0.0
9.0,2.055193958266829,0.0,0.0,0.0
10.0,1.9832021049096813,0.0,0.0,0.0
11.0,2.856201003317672,0.0,0.0,0.0
