"alpha.water","UnityVector:0","UnityVector:1","UnityVector:2","U:0","U:1","U:2","UMag","Points:0","Points:1","Points:2"
1,-0,0,-0,-0.0056069,-2.0163e-05,0.0020946,0,0.24428,-7.4666,-2.7177
1,0,0,-0,0.0022045,-7.7912e-06,9.686e-05,0,13.846,-7.6558,-2.8125
1,0,0,0,1.2998e-07,1.2422e-06,7.6371e-05,0,14.919,4.6524,-2.8126
1,-0,-0,0,-0.011758,1.896e-05,-0.00044173,0,3.5496,7.6557,-2.8125
-0,0.99779,0.0036306,-0.00082065,0.99779,-0.00082065,0.0036306,0.9978,0.07976,7.6568,3.09
-0,1.0005,-0.00064531,-5.2916e-05,1.0005,-5.2916e-05,-0.00064531,1.0005,0.079729,-2.3031,5.093
-0,1.0006,-0.013039,-0.00023776,1.0006,-0.00023776,-0.013039,1.0007,9.4501,-7.6565,5.0928
-1.2448e-37,1.0044,-0.063085,-0.00082297,1.0044,-0.00082297,-0.063085,1.0064,14.92,1.6,5.093
-0,0.97965,-0.015186,0.00069186,0.97965,0.00069186,-0.015186,0.97977,6.75,7.6565,5.0928
-0,1.0079,-0.01203,3.6954e-05,1.0079,3.6954e-05,-0.01203,1.008,8.05,7.4682,5.0924
-0,1.0054,-0.011875,0.00015934,1.0054,0.00015934,-0.011875,1.0055,7.15,7.2758,5.0922
-0,1.0076,-0.010835,3.2547e-05,1.0076,3.2547e-05,-0.010835,1.0077,7.65,7.0784,5.0919
-0,1.0073,-0.010518,5.6592e-05,1.0073,5.6592e-05,-0.010518,1.0074,7.55,6.8766,5.0918
-0,1.006,-0.010385,0.00021172,1.006,0.00021172,-0.010385,1.0061,7.25,6.6719,5.0917
-0,1.0132,-0.01085,0.0003613,1.0132,0.0003613,-0.01085,1.0133,7.95,6.4662,5.0916
-0,1.0042,-0.010742,0.00046482,1.0042,0.00046482,-0.010742,1.0043,6.85,6.2608,5.0916
-0,1.0227,-0.011489,0.0012419,1.0227,0.0012419,-0.011489,1.0227,8.35,6.0566,5.0915
-0,1.0026,-0.011732,0.00067045,1.0026,0.00067045,-0.011732,1.0027,6.45,5.8537,5.0915
-0,1.0319,-0.012411,0.0021022,1.0319,0.0021022,-0.012411,1.032,8.75,5.6519,5.0914
-0,1.001,-0.013354,0.00083168,1.001,0.00083168,-0.013354,1.0011,6.05,5.4509,5.0914
-0,1.0408,-0.013596,0.0029064,1.0408,0.0029064,-0.013596,1.0409,9.15,5.2504,5.0914
-0,0.99962,-0.015439,0.00095694,0.99962,0.00095694,-0.015439,0.99974,5.65,5.0502,5.0914
-0,1.049,-0.015446,0.0034128,1.049,0.0034128,-0.015446,1.0491,9.5502,4.8502,5.0914
-0,0.99832,-0.018076,0.0010315,0.99832,0.0010315,-0.018076,0.99848,5.2479,4.6508,5.0915
-0,1.0557,-0.018107,0.0034102,1.0557,0.0034102,-0.018107,1.0558,9.9628,4.4533,5.0917
-0,0.9971,-0.02103,0.0010565,0.9971,0.0010565,-0.02103,0.99732,4.7979,4.2617,5.0915
-0,1.0591,-0.022315,0.0021108,1.0591,0.0021108,-0.022315,1.0593,10.499,4.0819,5.091
-0,0.99613,-0.024843,0.00099393,0.99613,0.00099393,-0.024843,0.99644,4.1412,3.9174,5.0911
-0,1.0504,-0.028563,-0.00035412,1.0504,-0.00035412,-0.028563,1.0508,11.251,3.7692,5.0916
-0,0.99693,-0.027709,0.00069167,0.99693,0.00069167,-0.027709,0.99732,3.35,3.637,5.0918
-0,1.0355,-0.032719,-0.0022941,1.0355,-0.0022941,-0.032719,1.036,12.05,3.518,5.0919
-0,0.99899,-0.028755,0.00040917,0.99899,0.00040917,-0.028755,0.99941,2.55,3.4079,5.0917
-0,1.0235,-0.034642,-0.0028008,1.0235,-0.0028008,-0.034642,1.0241,12.85,3.3031,5.0916
