"alpha.water","UnityVector:0","UnityVector:1","UnityVector:2","U:0","U:1","U:2","UMag","Points:0","Points:1","Points:2"
1,-0,0,-0,-0.0015568,-8.1382e-05,0.0027827,0,0.24428,-7.4666,-2.7177
1,0,0,0,0.0020315,8.2136e-07,7.7483e-05,0,13.846,-7.6558,-2.8125
1,0,0,-0,1.0798e-06,-0.00010931,6.7151e-05,0,14.919,4.6524,-2.8126
1,-0,-0,0,-0.011514,3.9855e-05,-0.00020947,0,3.5496,7.6557,-2.8125
-0,0.99772,-0.0082817,-0.0009033,0.99772,-0.0009033,-0.0082817,0.99775,0.07976,7.6568,3.09
-0,0.99985,-0.021828,-3.221e-05,0.99985,-3.221e-05,-0.021828,1.0001,0.079729,-2.3031,5.093
-0,1.0235,-0.0076073,-0.00031802,1.0235,-0.00031802,-0.0076073,1.0236,9.4501,-7.6565,5.0928
-1.1193e-40,1.0062,-0.0544,-0.0010605,1.0062,-0.0010605,-0.0544,1.0077,14.92,1.6,5.093
-0,0.99712,-0.011745,0.00058756,0.99712,0.00058756,-0.011745,0.99719,6.75,7.6565,5.0928
-0,1.0239,-0.0082025,-0.00026053,1.0239,-0.00026053,-0.0082025,1.0239,8.05,7.4682,5.0924
-0,1.021,-0.01105,-8.2476e-05,1.021,-8.2476e-05,-0.01105,1.0211,7.15,7.2758,5.0922
-0,1.032,-0.010289,-0.00025524,1.032,-0.00025524,-0.010289,1.0321,7.65,7.0784,5.0919
-0,1.0342,-0.010223,-8.6777e-05,1.0342,-8.6777e-05,-0.010223,1.0342,7.55,6.8766,5.0918
-0,1.0318,-0.0098973,0.00034304,1.0318,0.00034304,-0.0098973,1.0319,7.25,6.6719,5.0917
-0,1.0452,-0.0098269,0.00025376,1.0452,0.00025376,-0.0098269,1.0452,7.95,6.4662,5.0916
-0,1.0271,-0.011781,0.0011769,1.0271,0.0011769,-0.011781,1.0272,6.85,6.2608,5.0916
-0,1.0552,-0.0079213,0.00033223,1.0552,0.00033223,-0.0079213,1.0552,8.35,6.0566,5.0915
-0,1.0198,-0.013135,0.0019505,1.0198,0.0019505,-0.013135,1.0199,6.45,5.8537,5.0915
-0,1.0626,-0.0080433,0.00029671,1.0626,0.00029671,-0.0080433,1.0627,8.75,5.6519,5.0914
-0,1.0116,-0.014108,0.0022709,1.0116,0.0022709,-0.014108,1.0117,6.05,5.4509,5.0914
-0,1.0692,-0.0079384,-0.000331,1.0692,-0.000331,-0.0079384,1.0692,9.15,5.2504,5.0914
-0,1.0048,-0.014623,0.0020983,1.0048,0.0020983,-0.014623,1.0049,5.65,5.0502,5.0914
-0,1.0721,-0.0075276,-0.00070982,1.0721,-0.00070982,-0.0075276,1.0721,9.5502,4.8502,5.0914
-0,1.0007,-0.015761,0.0024285,1.0007,0.0024285,-0.015761,1.0008,5.2479,4.6508,5.0915
