"alpha.water","UnityVector:0","UnityVector:1","UnityVector:2","U:0","U:1","U:2","UMag","Points:0","Points:1","Points:2"
1,-0,0,-0,-0.0035426,-1.0207e-05,0.0015831,0,0.24428,-7.4666,-2.7177
1,0,0,-0,0.0035162,-1.4946e-06,0.00014247,0,13.846,-7.6558,-2.8125
1,0,0,-0,1.2596e-06,-8.4577e-05,0.00012818,0,14.919,4.6524,-2.8126
1,-0,-0,0,-0.0068248,4.5421e-06,-0.00020706,0,3.5496,7.6557,-2.8125
-0,0.99799,0.0025042,-0.0010151,0.99799,-0.0010151,0.0025042,0.998,0.07976,7.6568,3.09
-0,0.99997,0.0016881,-0.0010287,0.99997,-0.0010287,0.0016881,0.99997,0.079729,-2.3031,5.093
-0,0.98696,-0.018658,-0.00051219,0.98696,-0.00051219,-0.018658,0.98714,9.4501,-7.6565,5.0928
-8.4331e-35,1.0037,-0.033675,0.0037016,1.0037,0.0037016,-0.033675,1.0043,14.92,1.6,5.093
-0,0.9717,-0.017537,0.00071224,0.9717,0.00071224,-0.017537,0.97186,6.75,7.6565,5.0928
-0,1.0019,-0.011151,5.4625e-05,1.0019,5.4625e-05,-0.011151,1.002,8.05,7.4682,5.0924
-0,1.0009,-0.012461,0.00011959,1.0009,0.00011959,-0.012461,1.001,7.15,7.2758,5.0922
-0,1.0029,-0.0096328,0.00010859,1.0029,0.00010859,-0.0096328,1.003,7.65,7.0784,5.0919
-0,1.0027,-0.0091314,0.00014608,1.0027,0.00014608,-0.0091314,1.0027,7.55,6.8766,5.0918
-0,1.0018,-0.0096234,0.00020408,1.0018,0.00020408,-0.0096234,1.0019,7.25,6.6719,5.0917
-0,1.0039,-0.0077675,0.00019609,1.0039,0.00019609,-0.0077675,1.0039,7.95,6.4662,5.0916
-0,1.0007,-0.011046,0.00032683,1.0007,0.00032683,-0.011046,1.0008,6.85,6.2608,5.0916
-0,1.0055,-0.0081479,0.00023249,1.0055,0.00023249,-0.0081479,1.0055,8.35,6.0566,5.0915
-0,0.99974,-0.01317,0.00045974,0.99974,0.00045974,-0.01317,0.99983,6.45,5.8537,5.0915
-0,1.0095,-0.0097021,0.00075955,1.0095,0.00075955,-0.0097021,1.0095,8.75,5.6519,5.0914
-0,0.9989,-0.015201,0.00058578,0.9989,0.00058578,-0.015201,0.99902,6.05,5.4509,5.0914
-0,1.0162,-0.012536,0.0017159,1.0162,0.0017159,-0.012536,1.0163,9.15,5.2504,5.0914
-0,0.99825,-0.01656,0.00069206,0.99825,0.00069206,-0.01656,0.99839,5.65,5.0502,5.0914
-0,1.0238,-0.015414,0.0026726,1.0238,0.0026726,-0.015414,1.024,9.5502,4.8502,5.0914
-0,0.99785,-0.016823,0.00076976,0.99785,0.00076976,-0.016823,0.99799,5.2479,4.6508,5.0915
-0,1.0309,-0.019048,0.0032986,1.0309,0.0032986,-0.019048,1.0311,9.9628,4.4533,5.0917
-0,0.99773,-0.015503,0.00081799,0.99773,0.00081799,-0.015503,0.99785,4.7979,4.2617,5.0915
-0,1.0367,-0.024479,0.0032632,1.0367,0.0032632,-0.024479,1.037,10.499,4.0819,5.091
-0,0.99865,-0.0091902,0.00086438,0.99865,0.00086438,-0.0091902,0.9987,4.1412,3.9174,5.0911
-0,1.0348,-0.031188,0.0022897,1.0348,0.0022897,-0.031188,1.0352,11.251,3.7692,5.0916
-0,1.0055,-0.0014258,0.0016778,1.0055,0.0016778,-0.0014258,1.0055,3.35,3.637,5.0918
-0,1.0261,-0.035991,0.0014578,1.0261,0.0014578,-0.035991,1.0267,12.05,3.518,5.0919
-0,1.0081,-0.00047605,0.0012751,1.0081,0.0012751,-0.00047605,1.0081,2.55,3.4079,5.0917
-0,1.0175,-0.040478,0.0010218,1.0175,0.0010218,-0.040478,1.0183,12.85,3.3031,5.0916
-0,1.0058,0.00027899,0.0010512,1.0058,0.0010512,0.00027899,1.0058,1.7494,3.2011,5.0915
-0,1.0121,-0.044972,0.00114,1.0121,0.00114,-0.044972,1.0131,13.65,3.1003,5.0914
-0,1.0014,0.0006522,0.00022922,1.0014,0.00022922,0.0006522,1.0014,0.95676,3.0001,5.0914
-0,1.0096,-0.048357,0.0015563,1.0096,0.0015563,-0.048357,1.0107,14.416,2.9,5.0919
-0,1.0006,0.0014272,0.00040853,1.0006,0.00040853,0.0014272,1.0006,0.24128,2.8,5.0927
-0,1.0091,-0.048662,0.0017357,1.0091,0.0017357,-0.048662,1.0103,14.591,2.8,5.0923
-0,1.0009,0.00026684,0.00044562,1.0009,0.00044562,0.00026684,1.0009,0.7667,2.7,5.0916
-0,1.0099,-0.044617,0.0017195,1.0099,0.0017195,-0.044617,1.0109,13.848,2.6,5.0914
-0,1.0041,0.00062255,0.00097778,1.0041,0.00097778,0.00062255,1.0041,1.5493,2.5,5.0914
-0,1.0118,-0.04136,0.0015363,1.0118,0.0015363,-0.04136,1.0126,13.05,2.4,5.0914
-0,1.0074,-0.00021665,0.00095002,1.0074,0.00095002,-0.00021665,1.0074,2.3499,2.3,5.0914
-0,1.0163,-0.039057,0.0010434,1.0163,0.0010434,-0.039057,1.0171,12.25,2.2,5.0914
-0,1.0042,0.00035998,0.0027253,1.0042,0.0027253,0.00035998,1.0042,3.15,2.1,5.0914
-0,1.024,-0.040538,-6.3462e-05,1.024,-6.3462e-05,-0.040538,1.0248,11.45,2,5.0914
-0,0.99901,-0.0022343,0.0031711,0.99901,0.0031711,-0.0022343,0.99901,3.9482,1.9,5.0913
-0,1.0339,-0.047408,-0.00070757,1.0339,-0.00070757,-0.047408,1.035,10.667,1.8,5.0912
-0,0.99279,-0.0016522,0.0048304,0.99279,0.0048304,-0.0016522,0.9928,4.667,1.7,5.0914
-0,1.0393,-0.053566,0.0007416,1.0393,0.0007416,-0.053566,1.0406,10.07,1.6,5.0917
-0,0.98888,0.00044916,0.0077927,0.98888,0.0077927,0.00044916,0.98891,5.1469,1.5,5.0916
-0,1.0402,-0.057066,0.0032981,1.0402,0.0032981,-0.057066,1.0418,9.6503,1.4,5.0915
-0,0.98898,0.00039891,0.0086465,0.98898,0.0086465,0.00039891,0.98902,5.55,1.3,5.0914
-0,1.0371,-0.05498,0.0065792,1.0371,0.0065792,-0.05498,1.0386,9.25,1.2,5.0914
-0,0.99146,-0.0015723,0.0074067,0.99146,0.0074067,-0.0015723,0.99149,5.95,1.1,5.0914
-0,1.0312,-0.044653,0.0079748,1.0312,0.0079748,-0.044653,1.0322,8.85,1,5.0914
-0,0.9959,-0.00080095,0.0052885,0.9959,0.0052885,-0.00080095,0.99591,6.35,0.9,5.0914
-0,1.0239,-0.026371,0.0068531,1.0239,0.0068531,-0.026371,1.0243,8.45,0.8,5.0914
-0,1.0013,-0.0013552,0.0039293,1.0013,0.0039293,-0.0013552,1.0013,6.75,0.7,5.0914
-0,1.0179,-0.0075738,0.0044841,1.0179,0.0044841,-0.0075738,1.0179,8.05,0.6,5.0914
-0,1.006,-0.0014534,0.0022606,1.006,0.0022606,-0.0014534,1.006,7.15,0.5,5.0914
-0,1.0135,-0.0013805,0.0020881,1.0135,0.0020881,-0.0013805,1.0135,7.65,0.4,5.0914
-0,1.0122,-5.0638e-05,0.0012661,1.0122,0.0012661,-5.0638e-05,1.0122,7.55,0.3,5.0914
-0,1.0074,-0.0036454,-9.1241e-05,1.0074,-9.1241e-05,-0.0036454,1.0075,7.25,0.2,5.0914
-0,1.0161,-0.0043209,-0.00011806,1.0161,-0.00011806,-0.0043209,1.0161,7.95,0.1,5.0914
-0,1.0021,-0.0011092,-0.00043273,1.0021,-0.00043273,-0.0011092,1.0021,6.85,-6.2864e-08,5.0914
-0,1.0205,-0.023769,-0.0020842,1.0205,-0.0020842,-0.023769,1.0207,8.35,-0.1,5.0914
-0,0.99762,0.00074452,-0.0025157,0.99762,-0.0025157,0.00074452,0.99762,6.45,-0.2,5.0914
-0,1.0261,-0.051236,-0.0041725,1.0261,-0.0041725,-0.051236,1.0273,8.75,-0.3,5.0914
-0,0.99263,0.00080227,-0.0043062,0.99263,-0.0043062,0.00080227,0.99264,6.05,-0.4,5.0914
-0,1.0296,-0.076515,-0.0047957,1.0296,-0.0047957,-0.076515,1.0325,9.15,-0.5,5.0914
-0,0.98776,0.00063351,-0.0047475,0.98776,-0.0047475,0.00063351,0.98778,5.65,-0.6,5.0914
-0,1.0299,-0.094037,-0.0029253,1.0299,-0.0029253,-0.094037,1.0342,9.5501,-0.7,5.0914
-0,0.98797,-0.001809,-0.0053791,0.98797,-0.0053791,-0.001809,0.98799,5.249,-0.8,5.0915
-0,1.0297,-0.094777,-4.5085e-05,1.0297,-4.5085e-05,-0.094777,1.034,9.9584,-0.9,5.0917
-0,0.99067,-0.00025712,-0.0038406,0.99067,-0.0038406,-0.00025712,0.99068,4.8065,-1,5.0916
-0,1.0282,-0.083145,0.0011559,1.0282,0.0011559,-0.083145,1.0315,10.491,-1.1,5.0913
-0,0.9966,0.00087826,-0.0031292,0.9966,-0.0031292,0.00087826,0.99661,4.1439,-1.2,5.0913
-0,1.0189,-0.065016,0.0002638,1.0189,0.0002638,-0.065016,1.0209,11.25,-1.3,5.0914
-0,1.0024,-0.0005248,-0.0014196,1.0024,-0.0014196,-0.0005248,1.0024,3.35,-1.4,5.0914
-0,1.0101,-0.05228,-0.0011425,1.0101,-0.0011425,-0.05228,1.0115,12.05,-1.5,5.0914
-0,1.0057,-0.001389,-0.0013346,1.0057,-0.0013346,-0.001389,1.0057,2.55,-1.6,5.0914
-0,1.0055,-0.051573,-0.0010896,1.0055,-0.0010896,-0.051573,1.0068,12.85,-1.7,5.0914
-0,1.0052,0.00016892,-0.00094102,1.0052,-0.00094102,0.00016892,1.0052,1.7494,-1.8,5.0914
-0,1.004,-0.054715,-0.0012115,1.004,-0.0012115,-0.054715,1.0054,13.65,-1.9,5.0914
-0,1.0011,0.0018299,-0.00055548,1.0011,-0.00055548,0.0018299,1.0011,0.95676,-2.0001,5.0914
-0,1.0037,-0.062067,-0.0013108,1.0037,-0.0013108,-0.062067,1.0056,14.416,-2.1004,5.0919
-0,1.001,-9.0572e-05,0.00015198,1.001,0.00015198,-9.0572e-05,1.001,0.24129,-2.2015,5.0927
-0,1.0038,-0.065085,-0.0011794,1.0038,-0.0011794,-0.065085,1.0059,14.591,-2.2015,5.0924
-0,1.0007,0.0010567,-0.00047495,1.0007,-0.00047495,0.0010567,1.0007,0.76687,-2.3032,5.0918
-0,1.0053,-0.059009,-0.00090191,1.0053,-0.00090191,-0.059009,1.0071,13.848,-2.4079,5.0917
-0,1.0039,0.00062564,-0.00092263,1.0039,-0.00092263,0.00062564,1.0039,1.5494,-2.518,5.0919
-0,1.0089,-0.054096,-0.00077337,1.0089,-0.00077337,-0.054096,1.0104,13.05,-2.637,5.0918
-0,1.0077,-0.00028519,-0.0012447,1.0077,-0.0012447,-0.00028519,1.0077,2.3499,-2.7693,5.0916
-0,1.017,-0.049517,-0.00050309,1.017,-0.00050309,-0.049517,1.0182,12.25,-2.9184,5.0913
-0,1.0051,-0.00018617,-0.0019392,1.0051,-0.0019392,-0.00018617,1.0051,3.15,-3.0847,5.0911
-0,1.0301,-0.044323,-0.00086842,1.0301,-0.00086842,-0.044323,1.031,11.45,-3.2655,5.0911
-0,1.0016,-0.00076294,-0.002765,1.0016,-0.002765,-0.00076294,1.0017,3.9462,-3.4558,5.0911
-0,1.0385,-0.036433,-0.0024623,1.0385,-0.0024623,-0.036433,1.0391,10.675,-3.6518,5.0911
-0,0.99773,-0.011064,-0.0010308,0.99773,-0.0010308,-0.011064,0.99779,4.6562,-3.8503,5.0914
-0,1.0357,-0.027593,-0.0036947,1.0357,-0.0036947,-0.027593,1.0361,10.078,-4.0501,5.0919
-0,0.9978,-0.013752,-0.00098876,0.9978,-0.00098876,-0.013752,0.9979,5.1444,-4.25,5.0917
-0,1.0293,-0.021639,-0.0036687,1.0293,-0.0036687,-0.021639,1.0295,9.6507,-4.45,5.0915
-0,0.9982,-0.014625,-0.00094092,0.9982,-0.00094092,-0.014625,0.9983,5.55,-4.65,5.0914
-0,1.0213,-0.017406,-0.0028536,1.0213,-0.0028536,-0.017406,1.0215,9.25,-4.8501,5.0914
-0,0.99884,-0.014462,-0.00085011,0.99884,-0.00085011,-0.014462,0.99894,5.95,-5.0502,5.0914
-0,1.0135,-0.013983,-0.0017383,1.0135,-0.0017383,-0.013983,1.0136,8.85,-5.2504,5.0914
-0,0.99966,-0.013579,-0.00072338,0.99966,-0.00072338,-0.013579,0.99975,6.35,-5.4509,5.0914
-0,1.0075,-0.010755,-0.00069982,1.0075,-0.00069982,-0.010755,1.0075,8.45,-5.6519,5.0914
-0,1.0006,-0.012337,-0.00056912,1.0006,-0.00056912,-0.012337,1.0007,6.75,-5.8537,5.0915
-0,1.0046,-0.0097993,-0.00037656,1.0046,-0.00037656,-0.0097993,1.0046,8.05,-6.0566,5.0915
-0,1.0017,-0.011243,-0.00040128,1.0017,-0.00040128,-0.011243,1.0018,7.15,-6.2608,5.0916
-0,1.0032,-0.01022,-0.00028786,1.0032,-0.00028786,-0.01022,1.0032,7.65,-6.4662,5.0916
-0,1.0029,-0.010894,-0.00023691,1.0029,-0.00023691,-0.010894,1.0029,7.55,-6.6719,5.0917
-0,1.002,-0.012582,-0.00020949,1.002,-0.00020949,-0.012582,1.002,7.25,-6.8766,5.0918
-0,1.004,-0.011806,-0.000104,1.004,-0.000104,-0.011806,1.0041,7.95,-7.0784,5.0919
-0,1.0001,-0.016997,-0.00015317,1.0001,-0.00015317,-0.016997,1.0002,6.85,-7.2758,5.0922
-0,1.0031,-0.01423,-6.6192e-05,1.0031,-6.6192e-05,-0.01423,1.0032,8.35,-7.4682,5.0924
-7.7065e-36,1.0004,0.0060713,0.0015297,1.0004,0.0015297,0.0060713,1.0004,0.078696,-7.4679,1.0955
1,-0,0,-0,-0.0016883,-8.7439e-05,0.0007473,0,0.079734,-0.9,-2.813
1,-0,-0,-0,-0.0025469,-0.0039916,-0.0028529,0,0.023643,7.6833,-0.17542
1,-0,0,-0,-0.0027039,-0.0015085,0.00077384,0,0.02848,7.4926,-0.26418
1,0,0,-0,0.00018963,-8.9842e-05,0.0045724,0,0.025284,7.2308,-0.23169
1,-0,0,-0,-0.00047974,-0.00061614,0.012968,0,0.024225,7.2763,-0.072902
1,-0,0,-0,-0.0038666,-3.1464e-05,0.018856,0,0.024286,7.025,-0.022543
-1.3137e-37,1.0066,0.049291,0.002419,1.0066,0.002419,0.049291,1.0078,0.02879,7.0286,0.24049
1.3854e-16,1.1113,0.16062,0.0027625,1.1113,0.0027625,0.16062,1.1229,0.024269,6.675,0.078011
1,-0,0,-0,-0.00065986,-0.00015525,0.004426,0,0.028857,6.3752,-0.2592
-2.0881e-34,1.0006,0.007625,-0.0014467,1.0006,-0.0014467,0.007625,1.0006,0.078365,7.4676,0.90379
-2.8923e-31,1.0018,0.0095486,-0.00072867,1.0018,-0.00072867,0.0095486,1.0018,0.23564,7.2703,1.1921
-4.529e-15,1.0303,0.018995,0.13972,1.0303,0.13972,0.018995,1.0399,0.070429,7.7264,0.027364
1,0,-0,-0,0.0088746,-1.6326e-05,-0.00022911,0,8.45,7.6553,-2.7179
0.00021561,0.97373,-0.13565,-0.011761,0.97373,-0.011761,-0.13565,0.98321,14.922,7.6568,0.81561
-2.6225e-20,0.90819,-0.14344,-0.032293,0.90819,-0.032293,-0.14344,0.92001,13.7,7.6938,0.46394
3.4385e-07,1.6609,0.08005,-0.053084,1.6609,-0.053084,0.08005,1.6636,6.975,7.6938,0.45478
1.6622e-23,1.074,0.10652,0.017074,1.074,0.017074,0.10652,1.0794,0.11873,7.7269,0.15298
1,0,-0,-0,0.0080714,-1.507e-05,-0.00047008,0,7.95,7.6545,-2.6214
-1.6793e-26,0.8171,-0.10015,0.0012031,0.8171,0.0012031,-0.10015,0.82321,14.627,7.7224,0.24857
6.7773e-11,0.49602,0.00026292,-0.005367,0.49602,-0.005367,0.00026292,0.49605,9.9375,7.7221,0.24313
5.0174e-11,1.3913,-0.12633,-0.079365,1.3913,-0.079365,-0.12633,1.3992,7.4375,7.7221,0.24313
3.666e-06,0.32986,0.14319,-0.33027,0.32986,-0.33027,0.14319,0.48825,4.9373,7.7221,0.24321
1.5237e-35,1.0565,0.067643,-0.0058863,1.0565,-0.0058863,0.067643,1.0587,0.21918,7.7287,0.20302
1,0,-0,-0,0.0079056,-1.4391e-05,-0.00068601,0,7.85,7.6539,-2.5228
-6.7832e-38,1.0475,-0.077498,0.0055619,1.0475,0.0055619,-0.077498,1.0504,14.832,7.7261,0.10206
-1.5154e-35,0.95906,-0.082614,0.01205,0.95906,0.01205,-0.082614,0.96268,14.731,7.7263,0.15164
-2.9744e-23,0.90607,-0.042039,0.0047371,0.90607,0.0047371,-0.042039,0.90705,14.679,7.7258,0.076977
1,0,0,-0,0.0010644,-0.00070351,0.019707,0,14.425,7.7257,-0.072147
1,0,0,0,0.0035258,0.00047116,0.013504,0,14.025,7.7222,-0.2674
1,0,0,-0,0.005961,-0.00042899,0.023059,0,13.975,7.7257,-0.04731
1,0,0,0,0.0053151,1.3116e-07,0.0011388,0,13.251,7.6534,-2.4215
1,0,0,0,0.0086573,0.00027726,0.017871,0,13.625,7.7257,-0.096911
-9.7351e-33,1.0319,-0.048199,-0.049226,1.0319,-0.049226,-0.048199,1.0342,14.401,7.6149,0.2207
-3.0326e-31,1.0075,-0.070292,-0.0044319,1.0075,-0.0044319,-0.070292,1.01,14.975,3.7545,0.20833
-1.4013e-45,1.0084,-0.071385,0.00016408,1.0084,0.00016408,-0.071385,1.0109,14.974,1.2375,0.207
-0,1.0082,-0.072397,-0.0013798,1.0082,-0.0013798,-0.072397,1.0108,14.974,-1.2625,0.207
-1.3411e-29,1.0076,-0.068824,0.00085717,1.0076,0.00085717,-0.068824,1.0099,14.975,-4.775,0.20985
1,0,0,-0,1.427e-06,-1.8949e-05,0.0022898,0,14.92,-7.6568,-2.1174
-0,1.0113,-0.085118,-0.00022167,1.0113,-0.00022167,-0.085118,1.0149,14.975,-5.425,0.18202
-5.2672e-39,1.0117,-0.084879,-0.001308,1.0117,-0.001308,-0.084879,1.0153,14.975,-1.5875,0.18048
-0,1.0124,-0.087002,0.0014076,1.0124,0.0014076,-0.087002,1.0161,14.975,0.9125,0.18048
-0,1.0108,-0.078806,-0.0012095,1.0108,-0.0012095,-0.078806,1.0139,14.975,3.4125,0.18048
-2.9364e-39,1.0162,-0.10872,-0.020248,1.0162,-0.020248,-0.10872,1.0222,14.976,7.3302,0.15636
-0,1.0159,-0.095373,0.00061575,1.0159,0.00061575,-0.095373,1.0204,14.976,3.0375,0.15444
-0,1.0172,-0.10778,0.0020484,1.0172,0.0020484,-0.10778,1.0229,14.976,0.5375,0.15444
-2.2614e-41,1.0168,-0.10124,-0.0016926,1.0168,-0.0016926,-0.10124,1.0218,14.976,-1.9625,0.15444
-9.1379e-33,1.0162,-0.11033,0.0027438,1.0162,0.0027438,-0.11033,1.0222,14.976,-6.175,0.15521
0,1.022,-0.11283,0.0005878,1.022,0.0005878,-0.11283,1.0282,14.976,-4.125,0.12907
-0,1.024,-0.12565,-0.0016525,1.024,-0.0016525,-0.12565,1.0317,14.976,-0.9375,0.1287
-0,1.0243,-0.12343,0.00021583,1.0243,0.00021583,-0.12343,1.0317,14.976,1.5625,0.1287
0,1.0221,-0.11351,-0.0010236,1.0221,-0.0010236,-0.11351,1.0284,14.976,4.375,0.12907
-0,1.0312,-0.18717,-0.0035783,1.0312,-0.0035783,-0.18717,1.0481,14.976,6.025,0.1034
-0,1.0343,-0.17808,0.0022745,1.0343,0.0022745,-0.17808,1.0495,14.976,2.3875,0.10321
-0,1.0322,-0.18522,-0.00056584,1.0322,-0.00056584,-0.18522,1.0487,14.976,-0.1125,0.10321
0,1.0328,-0.17357,0.0075006,1.0328,0.0075006,-0.17357,1.0473,14.976,-2.6126,0.10322
-4.4561e-43,1.0248,-0.19215,0.022988,1.0248,0.022988,-0.19215,1.0429,14.976,-7.4828,0.10404
-0,1.0567,-0.11965,0.013615,1.0567,0.013615,-0.11965,1.0635,14.976,-2.8315,0.077981
-4.5978e-37,1.0553,-0.13124,-0.00088445,1.0553,-0.00088445,-0.13124,1.0634,14.976,-0.2875,0.077907
-1.772e-31,1.0578,-0.12935,0.0026919,1.0578,0.0026919,-0.12935,1.0657,14.976,2.2125,0.077907
-0,1.0568,-0.11986,-0.0016952,1.0568,-0.0016952,-0.11986,1.0636,14.976,5.675,0.078005
0,1.0556,-0.49798,-0.00049904,1.0556,-0.00049904,-0.49798,1.1672,14.976,4.725,0.052773
-5.2649e-40,1.0606,-0.49499,0.00014985,1.0606,0.00014985,-0.49499,1.1704,14.976,1.7375,0.052719
4.313e-36,1.0591,-0.49973,-0.0024681,1.0591,-0.0024681,-0.49973,1.1711,14.976,-0.7625,0.052719
-2.6921e-37,1.0557,-0.49876,0.00031138,1.0557,0.00031138,-0.49876,1.1676,14.976,-3.775,0.052773
3.4626e-09,0.64178,0.020218,0.00021426,0.64178,0.00021426,0.020218,0.6421,14.976,-6.525,0.027634
