"alpha.water","UnityVector:0","UnityVector:1","UnityVector:2","U:0","U:1","U:2","UMag","Points:0","Points:1","Points:2"
1,-0,0,-0,-0.020242,-0.00015322,0.0031313,0,0.24428,-7.4666,-2.7177
1,0,0,0,0.00015604,1.2706e-06,9.2629e-06,0,13.846,-7.6558,-2.8125
1,-0,0,-0,-4.6082e-07,-2.9953e-05,1.9053e-07,0,14.919,4.6524,-2.8126
1,-0,-0,0,-0.0077888,4.3939e-06,-0.00022918,0,3.5496,7.6557,-2.8125
-0,0.99603,-0.21842,-0.0010864,0.99603,-0.0010864,-0.21842,1.0197,0.07976,7.6568,3.09
-0,0.99848,-0.15858,-0.00016898,0.99848,-0.00016898,-0.15858,1.011,0.079729,-2.3031,5.093
-0,1.0066,-0.025768,-6.7888e-05,1.0066,-6.7888e-05,-0.025768,1.0069,9.4501,-7.6565,5.0928
-3.0216e-32,1.0031,-0.039696,0.0011108,1.0031,0.0011108,-0.039696,1.0038,14.92,1.6,5.093
-0,0.99489,-0.02854,0.00051889,0.99489,0.00051889,-0.02854,0.9953,6.75,7.6565,5.0928
-0,1.0179,-0.024956,-0.00010432,1.0179,-0.00010432,-0.024956,1.0182,8.05,7.4682,5.0924
-0,1.0173,-0.027149,7.0269e-05,1.0173,7.0269e-05,-0.027149,1.0177,7.15,7.2758,5.0922
-0,1.0202,-0.026827,0.00024522,1.0202,0.00024522,-0.026827,1.0206,7.65,7.0784,5.0919
-0,1.022,-0.02727,0.00020364,1.022,0.00020364,-0.02727,1.0224,7.55,6.8766,5.0918
-0,1.0224,-0.026061,0.00046762,1.0224,0.00046762,-0.026061,1.0228,7.25,6.6719,5.0917
-0,1.0281,-0.025935,0.00071014,1.0281,0.00071014,-0.025935,1.0284,7.95,6.4662,5.0916
-0,1.0224,-0.026686,0.0013339,1.0224,0.0013339,-0.026686,1.0228,6.85,6.2608,5.0916
-0,1.0328,-0.025509,0.00080611,1.0328,0.00080611,-0.025509,1.0331,8.35,6.0566,5.0915
-0,1.0216,-0.028316,0.0022804,1.0216,0.0022804,-0.028316,1.022,6.45,5.8537,5.0915
-0,1.0376,-0.026202,0.0010828,1.0376,0.0010828,-0.026202,1.0379,8.75,5.6519,5.0914
-0,1.0192,-0.02908,0.0031647,1.0192,0.0031647,-0.02908,1.0196,6.05,5.4509,5.0914
-0,1.0403,-0.025672,2.0789e-05,1.0403,2.0789e-05,-0.025672,1.0406,9.15,5.2504,5.0914
-0,1.0163,-0.030743,0.0037688,1.0163,0.0037688,-0.030743,1.0168,5.65,5.0502,5.0914
-0,1.0416,-0.025746,-0.0018426,1.0416,-0.0018426,-0.025746,1.0419,9.5502,4.8502,5.0914
-0,1.0124,-0.033756,0.004039,1.0124,0.004039,-0.033756,1.0129,5.2479,4.6508,5.0915
-0,1.0385,-0.024972,-0.0024922,1.0385,-0.0024922,-0.024972,1.0388,9.9628,4.4533,5.0917
-0,1.0086,-0.0384,0.0036981,1.0086,0.0036981,-0.0384,1.0093,4.7979,4.2617,5.0915
-0,1.0345,-0.023227,-0.0046956,1.0345,-0.0046956,-0.023227,1.0348,10.499,4.0819,5.091
-0,1.0032,-0.047957,0.0022079,1.0032,0.0022079,-0.047957,1.0043,4.1412,3.9174,5.0911
-0,1.028,-0.021581,-0.0056209,1.028,-0.0056209,-0.021581,1.0282,11.251,3.7692,5.0916
-0,0.99998,-0.064849,0.0012933,0.99998,0.0012933,-0.064849,1.0021,3.35,3.637,5.0918
-0,1.02,-0.019061,-0.0045693,1.02,-0.0045693,-0.019061,1.0202,12.05,3.518,5.0919
-0,0.99804,-0.088739,0.00093402,0.99804,0.00093402,-0.088739,1.002,2.55,3.4079,5.0917
-0,1.0132,-0.016891,-0.0025001,1.0132,-0.0025001,-0.016891,1.0133,12.85,3.3031,5.0916
-0,0.9971,-0.11771,0.00079807,0.9971,0.00079807,-0.11771,1.004,1.7494,3.2011,5.0915
-0,1.0079,-0.014999,-0.00033508,1.0079,-0.00033508,-0.014999,1.008,13.65,3.1003,5.0914
-0,0.9979,-0.14089,0.00038033,0.9979,0.00038033,-0.14089,1.0078,0.95676,3.0001,5.0914
-0,1.0034,-0.018196,0.00069382,1.0034,0.00069382,-0.018196,1.0036,14.416,2.9,5.0919
-0,0.99878,-0.15678,0.00037337,0.99878,0.00037337,-0.15678,1.011,0.24128,2.8,5.0927
-0,1.0029,-0.021622,0.00078836,1.0029,0.00078836,-0.021622,1.0031,14.591,2.8,5.0923
-0,0.99859,-0.14486,0.00030001,0.99859,0.00030001,-0.14486,1.009,0.7667,2.7,5.0916
-0,1.0049,-0.015146,0.0003603,1.0049,0.0003603,-0.015146,1.005,13.848,2.6,5.0914
-0,0.99664,-0.12302,0.00063792,0.99664,0.00063792,-0.12302,1.0042,1.5493,2.5,5.0914
-0,1.0064,-0.01634,-0.001687,1.0064,-0.001687,-0.01634,1.0066,13.05,2.4,5.0914
-0,0.99736,-0.094043,0.0009257,0.99736,0.0009257,-0.094043,1.0018,2.3499,2.3,5.0914
0,1.0106,-0.018846,-0.0053955,1.0106,-0.0053955,-0.018846,1.0107,12.25,2.2,5.0914
-0,0.99901,-0.067405,0.0014898,0.99901,0.0014898,-0.067405,1.0013,3.15,2.1,5.0914
-0,1.0169,-0.0197,-0.010343,1.0169,-0.010343,-0.0197,1.0171,11.45,2,5.0914
-0,1.0004,-0.046816,0.0020822,1.0004,0.0020822,-0.046816,1.0015,3.9482,1.9,5.0913
-0,1.0295,-0.023549,-0.014683,1.0295,-0.014683,-0.023549,1.0299,10.667,1.8,5.0912
-0,1.0021,-0.035445,0.0040999,1.0021,0.0040999,-0.035445,1.0027,4.667,1.7,5.0914
-0,1.0449,-0.028609,-0.013996,1.0449,-0.013996,-0.028609,1.0454,10.07,1.6,5.0917
-0,1.004,-0.029581,0.0062273,1.004,0.0062273,-0.029581,1.0044,5.1469,1.5,5.0916
-0,1.06,-0.032837,-0.010552,1.06,-0.010552,-0.032837,1.0606,9.6503,1.4,5.0915
-0,1.0058,-0.024439,0.0078225,1.0058,0.0078225,-0.024439,1.0061,5.55,1.3,5.0914
-0,1.0744,-0.036957,-0.0040482,1.0744,-0.0040482,-0.036957,1.075,9.25,1.2,5.0914
-0,1.0086,-0.023212,0.010377,1.0086,0.010377,-0.023212,1.0089,5.95,1.1,5.0914
-0,1.0816,-0.036875,0.0042116,1.0816,0.0042116,-0.036875,1.0822,8.85,1,5.0914
-0,1.0128,-0.020294,0.011613,1.0128,0.011613,-0.020294,1.013,6.35,0.9,5.0914
-0,1.0801,-0.034992,0.010042,1.0801,0.010042,-0.034992,1.0808,8.45,0.8,5.0914
-0,1.019,-0.019006,0.011604,1.019,0.011604,-0.019006,1.0192,6.75,0.7,5.0914
-0,1.0655,-0.029379,0.012522,1.0655,0.012522,-0.029379,1.066,8.05,0.6,5.0914
-0,1.0275,-0.020031,0.010583,1.0275,0.010583,-0.020031,1.0278,7.15,0.5,5.0914
-0,1.0452,-0.023239,0.0097058,1.0452,0.0097058,-0.023239,1.0455,7.65,0.4,5.0914
-0,1.0413,-0.022455,0.007787,1.0413,0.007787,-0.022455,1.0416,7.55,0.3,5.0914
-0,1.0279,-0.018358,0.006043,1.0279,0.006043,-0.018358,1.0281,7.25,0.2,5.0914
-0,1.0607,-0.028887,0.0054244,1.0607,0.0054244,-0.028887,1.0611,7.95,0.1,5.0914
-0,1.0165,-0.016706,0.0014904,1.0165,0.0014904,-0.016706,1.0166,6.85,-6.2864e-08,5.0914
-0,1.081,-0.035314,0.0043995,1.081,0.0043995,-0.035314,1.0816,8.35,-0.1,5.0914
-0,1.0093,-0.017525,-0.0013953,1.0093,-0.0013953,-0.017525,1.0094,6.45,-0.2,5.0914
