"alpha.water","UnityVector:0","UnityVector:1","UnityVector:2","U:0","U:1","U:2","UMag","Points:0","Points:1","Points:2"
1,-0,0,-0,-0.0044296,-1.2218e-05,0.0018211,0,0.24428,-7.4666,-2.7177
1,0,0,-0,0.0041151,-2.9787e-06,0.00016618,0,13.846,-7.6558,-2.8125
1,0,0,-0,1.386e-06,-7.3036e-05,0.00014867,0,14.919,4.6524,-2.8126
1,-0,-0,0,-0.013012,1.9637e-05,-0.00021639,0,3.5496,7.6557,-2.8125
-0,0.99799,0.0019634,-0.0010661,0.99799,-0.0010661,0.0019634,0.99799,0.07976,7.6568,3.09
-0,1.0007,-0.00061969,0.00053311,1.0007,0.00053311,-0.00061969,1.0007,0.079729,-2.3031,5.093
-0,0.98491,-0.016889,-0.00052767,0.98491,-0.00052767,-0.016889,0.98506,9.4501,-7.6565,5.0928
-5.9845e-38,1.0044,-0.066761,-0.00051015,1.0044,-0.00051015,-0.066761,1.0067,14.92,1.6,5.093
-0,0.97357,-0.02316,0.0008618,0.97357,0.0008618,-0.02316,0.97385,6.75,7.6565,5.0928
-0,1.0014,-0.016364,8.3817e-05,1.0014,8.3817e-05,-0.016364,1.0015,8.05,7.4682,5.0924
-0,1.0005,-0.018745,0.00014295,1.0005,0.00014295,-0.018745,1.0007,7.15,7.2758,5.0922
-0,1.0025,-0.015127,0.00015593,1.0025,0.00015593,-0.015127,1.0026,7.65,7.0784,5.0919
-0,1.0023,-0.014667,0.00020665,1.0023,0.00020665,-0.014667,1.0024,7.55,6.8766,5.0918
-0,1.0015,-0.015436,0.00027022,1.0015,0.00027022,-0.015436,1.0016,7.25,6.6719,5.0917
-0,1.0035,-0.012551,0.00029727,1.0035,0.00029727,-0.012551,1.0035,7.95,6.4662,5.0916
-0,1.0005,-0.016745,0.00039859,1.0005,0.00039859,-0.016745,1.0006,6.85,6.2608,5.0916
-0,1.0047,-0.012362,0.00041426,1.0047,0.00041426,-0.012362,1.0048,8.35,6.0566,5.0915
-0,0.99963,-0.018186,0.00052189,0.99963,0.00052189,-0.018186,0.99979,6.45,5.8537,5.0915
-0,1.0066,-0.013862,0.00056688,1.0066,0.00056688,-0.013862,1.0067,8.75,5.6519,5.0914
-0,0.99895,-0.019014,0.00062391,0.99895,0.00062391,-0.019014,0.99913,6.05,5.4509,5.0914
-0,1.0106,-0.016803,0.0012565,1.0106,0.0012565,-0.016803,1.0107,9.15,5.2504,5.0914
-0,0.9985,-0.018521,0.00069627,0.9985,0.00069627,-0.018521,0.99868,5.65,5.0502,5.0914
-0,1.0165,-0.020674,0.0021567,1.0165,0.0021567,-0.020674,1.0167,9.5502,4.8502,5.0914
-0,0.99836,-0.015909,0.00075426,0.99836,0.00075426,-0.015909,0.99849,5.2479,4.6508,5.0915
-0,1.023,-0.025136,0.0029503,1.023,0.0029503,-0.025136,1.0233,9.9628,4.4533,5.0917
-0,0.99887,-0.0091013,0.00089438,0.99887,0.00089438,-0.0091013,0.99891,4.7979,4.2617,5.0915
-0,1.0302,-0.032027,0.0031907,1.0302,0.0031907,-0.032027,1.0307,10.499,4.0819,5.091
-0,1.0045,-0.00038716,0.0024564,1.0045,0.0024564,-0.00038716,1.0045,4.1412,3.9174,5.0911
-0,1.0319,-0.042167,0.0018148,1.0319,0.0018148,-0.042167,1.0327,11.251,3.7692,5.0916
-0,1.0074,3.6989e-05,0.0018355,1.0074,0.0018355,3.6989e-05,1.0074,3.35,3.637,5.0918
-0,1.0257,-0.050728,0.00011898,1.0257,0.00011898,-0.050728,1.0269,12.05,3.518,5.0919
-0,1.0096,0.00026462,0.0024998,1.0096,0.0024998,0.00026462,1.0096,2.55,3.4079,5.0917
-0,1.018,-0.055271,-0.00097895,1.018,-0.00097895,-0.055271,1.0195,12.85,3.3031,5.0916
-0,1.0049,-0.00011448,0.0007335,1.0049,0.0007335,-0.00011448,1.0049,1.7494,3.2011,5.0915
-0,1.0119,-0.056778,-0.0010359,1.0119,-0.0010359,-0.056778,1.0135,13.65,3.1003,5.0914
-0,1.001,0.00055924,0.00078232,1.001,0.00078232,0.00055924,1.001,0.95676,3.0001,5.0914
-0,1.008,-0.057849,-0.00060918,1.008,-0.00060918,-0.057849,1.0097,14.416,2.9,5.0919
-0,1.0006,0.00059712,0.00036689,1.0006,0.00036689,0.00059712,1.0006,0.24128,2.8,5.0927
-0,1.0073,-0.05825,-0.00051956,1.0073,-0.00051956,-0.05825,1.009,14.591,2.8,5.0923
-0,1.0006,0.00033053,0.00094413,1.0006,0.00094413,0.00033053,1.0006,0.7667,2.7,5.0916
-0,1.0099,-0.057351,-0.0010356,1.0099,-0.0010356,-0.057351,1.0115,13.848,2.6,5.0914
-0,1.0036,0.00036867,0.0011012,1.0036,0.0011012,0.00036867,1.0036,1.5493,2.5,5.0914
-0,1.0143,-0.060927,-0.0013253,1.0143,-0.0013253,-0.060927,1.0162,13.05,2.4,5.0914
-0,1.0075,0.00097732,0.0016857,1.0075,0.0016857,0.00097732,1.0075,2.3499,2.3,5.0914
-0,1.0201,-0.065783,-0.00040969,1.0201,-0.00040969,-0.065783,1.0223,12.25,2.2,5.0914
-0,1.0064,-0.0021289,0.0031424,1.0064,0.0031424,-0.0021289,1.0064,3.15,2.1,5.0914
-0,1.0273,-0.067221,0.0022207,1.0273,0.0022207,-0.067221,1.0295,11.45,2,5.0914
-0,1.0029,-0.00040137,0.0024046,1.0029,0.0024046,-0.00040137,1.0029,3.9482,1.9,5.0913
-0,1.0335,-0.061988,0.0060274,1.0335,0.0060274,-0.061988,1.0354,10.667,1.8,5.0912
-0,0.99951,-0.0010273,0.0040206,0.99951,0.0040206,-0.0010273,0.99952,4.667,1.7,5.0914
-0,1.032,-0.054298,0.0078576,1.032,0.0078576,-0.054298,1.0334,10.07,1.6,5.0917
-0,0.9979,3.1548e-05,0.0045515,0.9979,0.0045515,3.1548e-05,0.99791,5.1469,1.5,5.0916
-0,1.0283,-0.044588,0.0079855,1.0283,0.0079855,-0.044588,1.0293,9.6503,1.4,5.0915
-0,0.99752,-8.6139e-05,0.0047831,0.99752,0.0047831,-8.6139e-05,0.99754,5.55,1.3,5.0914
-0,1.0227,-0.032768,0.0067681,1.0227,0.0067681,-0.032768,1.0232,9.25,1.2,5.0914
-0,0.99801,-0.00016025,0.0046953,0.99801,0.0046953,-0.00016025,0.99802,5.95,1.1,5.0914
-0,1.0167,-0.019705,0.0049181,1.0167,0.0049181,-0.019705,1.0169,8.85,1,5.0914
-0,1.0002,-0.00078783,0.0044356,1.0002,0.0044356,-0.00078783,1.0002,6.35,0.9,5.0914
-0,1.0129,-0.006923,0.0033407,1.0129,0.0033407,-0.006923,1.0129,8.45,0.8,5.0914
-0,1.0021,0.00032505,0.0034399,1.0021,0.0034399,0.00032505,1.0021,6.75,0.7,5.0914
-0,1.0116,-4.0485e-05,0.0019617,1.0116,0.0019617,-4.0485e-05,1.0116,8.05,0.6,5.0914
-0,1.0046,-0.00057592,0.002558,1.0046,0.002558,-0.00057592,1.0046,7.15,0.5,5.0914
-0,1.0087,-0.0018166,0.0015556,1.0087,0.0015556,-0.0018166,1.0087,7.65,0.4,5.0914
-0,1.0075,-0.002524,0.0012952,1.0075,0.0012952,-0.002524,1.0075,7.55,0.3,5.0914
-0,1.0062,-0.0005776,0.00087232,1.0062,0.00087232,-0.0005776,1.0062,7.25,0.2,5.0914
-0,1.0115,-0.00031693,-0.00050821,1.0115,-0.00050821,-0.00031693,1.0115,7.95,0.1,5.0914
-0,1.0036,-0.0013106,0.0006577,1.0036,0.0006577,-0.0013106,1.0036,6.85,-6.2864e-08,5.0914
-0,1.0127,-0.0085809,-0.0018046,1.0127,-0.0018046,-0.0085809,1.0128,8.35,-0.1,5.0914
-0,1.0018,-0.0018658,0.00055144,1.0018,0.00055144,-0.0018658,1.0018,6.45,-0.2,5.0914
-0,1.015,-0.025717,-0.0032051,1.015,-0.0032051,-0.025717,1.0154,8.75,-0.3,5.0914
-0,0.99912,0.0011192,0.00062284,0.99912,0.00062284,0.0011192,0.99912,6.05,-0.4,5.0914
-0,1.0192,-0.042275,-0.004685,1.0192,-0.004685,-0.042275,1.0201,9.15,-0.5,5.0914
-0,0.99616,0.00027246,-0.000721,0.99616,-0.000721,0.00027246,0.99616,5.65,-0.6,5.0914
-0,1.0236,-0.053442,-0.0057969,1.0236,-0.0057969,-0.053442,1.025,9.5501,-0.7,5.0914
-0,0.99612,-0.00049074,-0.0016647,0.99612,-0.0016647,-0.00049074,0.99612,5.249,-0.8,5.0915
-0,1.0277,-0.059311,-0.0062822,1.0277,-0.0062822,-0.059311,1.0294,9.9584,-0.9,5.0917
-0,0.99715,0.0011129,-0.0025199,0.99715,-0.0025199,0.0011129,0.99715,4.8065,-1,5.0916
-0,1.0311,-0.061129,-0.0059731,1.0311,-0.0059731,-0.061129,1.0329,10.491,-1.1,5.0913
-0,0.99947,-0.00052809,-0.0014056,0.99947,-0.0014056,-0.00052809,0.99947,4.1439,-1.2,5.0913
-0,1.0302,-0.057869,-0.0038541,1.0302,-0.0038541,-0.057869,1.0318,11.25,-1.3,5.0914
-0,1.0037,-0.0010342,-0.0007816,1.0037,-0.0007816,-0.0010342,1.0037,3.35,-1.4,5.0914
-0,1.0263,-0.051167,-0.0013856,1.0263,-0.0013856,-0.051167,1.0275,12.05,-1.5,5.0914
