"alpha.water","UnityVector:0","UnityVector:1","UnityVector:2","U:0","U:1","U:2","UMag","Points:0","Points:1","Points:2"
1,-0,0,-0,-0.00096367,-7.7363e-05,0.0010946,0,0.24428,-7.4666,-2.7177
1,0,0,0,0.00063264,8.4297e-07,2.9806e-05,0,13.846,-7.6558,-2.8125
1,0,0,-0,4.4726e-07,-2.7681e-05,1.7638e-05,0,14.919,4.6524,-2.8126
1,0,-0,0,0.007338,1.2138e-05,-0.00019146,0,3.5496,7.6557,-2.8125
-0,0.99805,0.010301,-0.00082296,0.99805,-0.00082296,0.010301,0.99811,0.07976,7.6568,3.09
-0,1.0018,-0.0013071,2.8174e-05,1.0018,2.8174e-05,-0.0013071,1.0018,0.079729,-2.3031,5.093
-0,1.0056,-0.0061715,-0.00024975,1.0056,-0.00024975,-0.0061715,1.0056,9.4501,-7.6565,5.0928
-2.5065e-32,1.0023,-0.012143,0.00028951,1.0023,0.00028951,-0.012143,1.0024,14.92,1.6,5.093
-0,0.98908,-0.010527,0.00039466,0.98908,0.00039466,-0.010527,0.98914,6.75,7.6565,5.0928
-0,1.0113,-0.0080307,-3.2996e-05,1.0113,-3.2996e-05,-0.0080307,1.0114,8.05,7.4682,5.0924
-0,1.0083,-0.0092377,-1.3369e-06,1.0083,-1.3369e-06,-0.0092377,1.0084,7.15,7.2758,5.0922
-0,1.0109,-0.0082569,-0.00018431,1.0109,-0.00018431,-0.0082569,1.0109,7.65,7.0784,5.0919
-0,1.0128,-0.0084383,-6.7516e-05,1.0128,-6.7516e-05,-0.0084383,1.0129,7.55,6.8766,5.0918
-0,1.012,-0.0089021,0.00015039,1.012,0.00015039,-0.0089021,1.0121,7.25,6.6719,5.0917
-0,1.0215,-0.0081822,0.00040479,1.0215,0.00040479,-0.0081822,1.0215,7.95,6.4662,5.0916
-0,1.0098,-0.0089735,0.00054747,1.0098,0.00054747,-0.0089735,1.0098,6.85,6.2608,5.0916
-0,1.0275,-0.0077657,0.00062843,1.0275,0.00062843,-0.0077657,1.0275,8.35,6.0566,5.0915
-0,1.0062,-0.0089809,0.0007248,1.0062,0.0007248,-0.0089809,1.0062,6.45,5.8537,5.0915
-0,1.0312,-0.0077531,0.00051142,1.0312,0.00051142,-0.0077531,1.0313,8.75,5.6519,5.0914
-0,1.0033,-0.009631,0.00073442,1.0033,0.00073442,-0.009631,1.0033,6.05,5.4509,5.0914
-0,1.0349,-0.0076549,0.00024264,1.0349,0.00024264,-0.0076549,1.0349,9.15,5.2504,5.0914
-0,1.0015,-0.010607,0.00089237,1.0015,0.00089237,-0.010607,1.0015,5.65,5.0502,5.0914
-0,1.0368,-0.0079295,-0.00031892,1.0368,-0.00031892,-0.0079295,1.0368,9.5502,4.8502,5.0914
-0,0.99999,-0.012043,0.0010023,0.99999,0.0010023,-0.012043,1.0001,5.2479,4.6508,5.0915
-0,1.0364,-0.0081568,-0.0012135,1.0364,-0.0012135,-0.0081568,1.0364,9.9628,4.4533,5.0917
-0,0.99822,-0.014415,0.0011424,0.99822,0.0011424,-0.014415,0.99832,4.7979,4.2617,5.0915
-0,1.0333,-0.0097963,-0.0025433,1.0333,-0.0025433,-0.0097963,1.0334,10.499,4.0819,5.091
-0,0.99258,-0.019019,0.0025828,0.99258,0.0025828,-0.019019,0.99276,4.1412,3.9174,5.0911
-0,1.025,-0.0095725,-0.0032856,1.025,-0.0032856,-0.0095725,1.0251,11.251,3.7692,5.0916
-0,0.98955,-0.025287,0.0024968,0.98955,0.0024968,-0.025287,0.98988,3.35,3.637,5.0918
-0,1.0164,-0.007617,-0.0025537,1.0164,-0.0025537,-0.007617,1.0164,12.05,3.518,5.0919
-0,0.99575,-0.037934,0.00093706,0.99575,0.00093706,-0.037934,0.99647,2.55,3.4079,5.0917
-0,1.0097,-0.0058845,-0.0013314,1.0097,-0.0013314,-0.0058845,1.0097,12.85,3.3031,5.0916
-0,0.99938,-0.044296,0.0003286,0.99938,0.0003286,-0.044296,1.0004,1.7494,3.2011,5.0915
-0,1.0053,-0.0047396,-0.00038484,1.0053,-0.00038484,-0.0047396,1.0054,13.65,3.1003,5.0914
-0,1.0017,-0.025179,0.00018941,1.0017,0.00018941,-0.025179,1.002,0.95676,3.0001,5.0914
-0,1.0037,-0.0043239,0.00015123,1.0037,0.00015123,-0.0043239,1.0038,14.416,2.9,5.0919
-0,1.0036,-0.00017538,2.3936e-05,1.0036,2.3936e-05,-0.00017538,1.0036,0.24128,2.8,5.0927
-0,1.0036,-0.0045026,0.00030894,1.0036,0.00030894,-0.0045026,1.0036,14.591,2.8,5.0923
-0,1.0019,-0.017271,0.00012959,1.0019,0.00012959,-0.017271,1.002,0.7667,2.7,5.0916
-0,1.004,-0.0056701,-0.0002834,1.004,-0.0002834,-0.0056701,1.004,13.848,2.6,5.0914
-0,1,-0.04103,0.00024565,1,0.00024565,-0.04103,1.0008,1.5493,2.5,5.0914
-0,1.0056,-0.0065717,-0.00097041,1.0056,-0.00097041,-0.0065717,1.0056,13.05,2.4,5.0914
-0,0.99655,-0.03798,0.00061286,0.99655,0.00061286,-0.03798,0.99728,2.3499,2.3,5.0914
0,1.0098,-0.0091077,-0.002514,1.0098,-0.002514,-0.0091077,1.0098,12.25,2.2,5.0914
-0,0.98765,-0.024314,0.0021802,0.98765,0.0021802,-0.024314,0.98795,3.15,2.1,5.0914
-0,1.0189,-0.014007,-0.0052412,1.0189,-0.0052412,-0.014007,1.019,11.45,2,5.0914
-0,0.98612,-0.016999,0.0034519,0.98612,0.0034519,-0.016999,0.98627,3.9482,1.9,5.0913
-0,1.0353,-0.022458,-0.0068306,1.0353,-0.0068306,-0.022458,1.0356,10.667,1.8,5.0912
-0,0.99248,-0.0099167,0.0032779,0.99248,0.0032779,-0.0099167,0.99253,4.667,1.7,5.0914
-0,1.0518,-0.028775,-0.0040557,1.0518,-0.0040557,-0.028775,1.0522,10.07,1.6,5.0917
-0,0.9964,-0.0039876,0.0027155,0.9964,0.0027155,-0.0039876,0.99641,5.1469,1.5,5.0916
-0,1.0647,-0.029426,0.0017103,1.0647,0.0017103,-0.029426,1.0651,9.6503,1.4,5.0915
-0,0.99715,-0.00028015,0.0039388,0.99715,0.0039388,-0.00028015,0.99715,5.55,1.3,5.0914
-0,1.0746,-0.023319,0.0091867,1.0746,0.0091867,-0.023319,1.0749,9.25,1.2,5.0914
-0,0.99874,-0.0019499,0.0044138,0.99874,0.0044138,-0.0019499,0.99875,5.95,1.1,5.0914
-0,1.0736,-0.017983,0.014918,1.0736,0.014918,-0.017983,1.0739,8.85,1,5.0914
-0,1.0013,-0.00042285,0.0054439,1.0013,0.0054439,-0.00042285,1.0013,6.35,0.9,5.0914
-0,1.0619,-0.0084068,0.016185,1.0619,0.016185,-0.0084068,1.0621,8.45,0.8,5.0914
-0,1.0039,-0.0026131,0.0070274,1.0039,0.0070274,-0.0026131,1.004,6.75,0.7,5.0914
-0,1.048,-7.6719e-05,0.015616,1.048,0.015616,-7.6719e-05,1.0481,8.05,0.6,5.0914
-0,1.0107,0.0006903,0.0074238,1.0107,0.0074238,0.0006903,1.0108,7.15,0.5,5.0914
-0,1.0275,-0.00092884,0.0089195,1.0275,0.0089195,-0.00092884,1.0275,7.65,0.4,5.0914
-0,1.023,-0.0011565,0.0067572,1.023,0.0067572,-0.0011565,1.023,7.55,0.3,5.0914
-0,1.0125,2.0485e-05,0.0037805,1.0125,0.0037805,2.0485e-05,1.0125,7.25,0.2,5.0914
-0,1.0409,-2.8071e-05,0.0050555,1.0409,0.0050555,-2.8071e-05,1.0409,7.95,0.1,5.0914
-0,1.0032,-0.0003547,0.00034315,1.0032,0.00034315,-0.0003547,1.0032,6.85,-6.2864e-08,5.0914
