"alpha.water","UnityVector:0","UnityVector:1","UnityVector:2","U:0","U:1","U:2","UMag","Points:0","Points:1","Points:2"
1,-0,0,0,-0.004904,7.9464e-06,0.0019412,0,0.24428,-7.4666,-2.7177
1,0,0,-0,0.0046639,-7.8442e-06,0.00019274,0,13.846,-7.6558,-2.8125
1,0,0,-0,1.294e-06,-5.4506e-05,0.00016602,0,14.919,4.6524,-2.8126
1,-0,-0,0,-0.019413,3.1017e-05,-0.00015822,0,3.5496,7.6557,-2.8125
-0,0.99796,0.0012203,-0.0011407,0.99796,-0.0011407,0.0012203,0.99796,0.07976,7.6568,3.09
-0,0.99994,-0.00065114,-0.00043301,0.99994,-0.00043301,-0.00065114,0.99994,0.079729,-2.3031,5.093
-0,0.98295,-0.016793,-0.00054583,0.98295,-0.00054583,-0.016793,0.9831,9.4501,-7.6565,5.0928
-3.0456e-41,1.0051,-0.059475,-0.00090507,1.0051,-0.00090507,-0.059475,1.0068,14.92,1.6,5.093
-0,0.97292,-0.019616,0.00083685,0.97292,0.00083685,-0.019616,0.97311,6.75,7.6565,5.0928
-0,1.0002,-0.013308,6.6667e-05,1.0002,6.6667e-05,-0.013308,1.0003,8.05,7.4682,5.0924
-0,0.99968,-0.016113,0.00012418,0.99968,0.00012418,-0.016113,0.99981,7.15,7.2758,5.0922
-0,1.0016,-0.012267,0.00014394,1.0016,0.00014394,-0.012267,1.0017,7.65,7.0784,5.0919
-0,1.0015,-0.011883,0.00019299,1.0015,0.00019299,-0.011883,1.0016,7.55,6.8766,5.0918
-0,1.0008,-0.012781,0.0002535,1.0008,0.0002535,-0.012781,1.0009,7.25,6.6719,5.0917
-0,1.0026,-0.0095022,0.00028649,1.0026,0.00028649,-0.0095022,1.0027,7.95,6.4662,5.0916
-0,0.99993,-0.013854,0.00039354,0.99993,0.00039354,-0.013854,1,6.85,6.2608,5.0916
-0,1.0037,-0.00905,0.00038914,1.0037,0.00038914,-0.00905,1.0038,8.35,6.0566,5.0915
-0,0.99926,-0.014183,0.00055315,0.99926,0.00055315,-0.014183,0.99936,6.45,5.8537,5.0915
-0,1.005,-0.010468,0.00049626,1.005,0.00049626,-0.010468,1.0051,8.75,5.6519,5.0914
-0,0.99886,-0.01223,0.00074685,0.99886,0.00074685,-0.01223,0.99894,6.05,5.4509,5.0914
-0,1.0068,-0.013571,0.00060299,1.0068,0.00060299,-0.013571,1.0069,9.15,5.2504,5.0914
-0,0.99983,-0.0041272,0.0016675,0.99983,0.0016675,-0.0041272,0.99984,5.65,5.0502,5.0914
-0,1.0102,-0.018291,0.0010117,1.0102,0.0010117,-0.018291,1.0103,9.5502,4.8502,5.0914
-0,1.0026,-0.00051601,0.0042435,1.0026,0.0042435,-0.00051601,1.0026,5.2479,4.6508,5.0915
-0,1.015,-0.024153,0.0013419,1.015,0.0013419,-0.024153,1.0153,9.9628,4.4533,5.0917
-0,1.0031,-0.00077604,0.0036347,1.0031,0.0036347,-0.00077604,1.0031,4.7979,4.2617,5.0915
-0,1.021,-0.030861,0.0012357,1.021,0.0012357,-0.030861,1.0215,10.499,4.0819,5.091
-0,1.0051,-0.0015299,0.0039506,1.0051,0.0039506,-0.0015299,1.0051,4.1412,3.9174,5.0911
-0,1.0235,-0.037714,0.00036169,1.0235,0.00036169,-0.037714,1.0242,11.251,3.7692,5.0916
-0,1.009,-0.0019705,0.0031354,1.009,0.0031354,-0.0019705,1.009,3.35,3.637,5.0918
-0,1.0197,-0.04201,-0.00017673,1.0197,-0.00017673,-0.04201,1.0205,12.05,3.518,5.0919
-0,1.0088,0.00071387,0.0022844,1.0088,0.0022844,0.00071387,1.0088,2.55,3.4079,5.0917
-0,1.014,-0.043948,-0.00031258,1.014,-0.00031258,-0.043948,1.0149,12.85,3.3031,5.0916
-0,1.0039,-0.0012869,0.0019114,1.0039,0.0019114,-0.0012869,1.0039,1.7494,3.2011,5.0915
-0,1.0101,-0.044867,-0.00026844,1.0101,-0.00026844,-0.044867,1.0111,13.65,3.1003,5.0914
-0,1.0012,0.00032593,0.0011148,1.0012,0.0011148,0.00032593,1.0012,0.95676,3.0001,5.0914
-0,1.0082,-0.047832,-0.00023139,1.0082,-0.00023139,-0.047832,1.0093,14.416,2.9,5.0919
-0,1.0005,-0.00096479,-8.1439e-05,1.0005,-8.1439e-05,-0.00096479,1.0005,0.24128,2.8,5.0927
-0,1.0079,-0.04883,-0.00025606,1.0079,-0.00025606,-0.04883,1.009,14.591,2.8,5.0923
-0,1.0009,-0.0015641,0.0017082,1.0009,0.0017082,-0.0015641,1.0009,0.7667,2.7,5.0916
-0,1.0091,-0.043106,-0.00039692,1.0091,-0.00039692,-0.043106,1.01,13.848,2.6,5.0914
-0,1.0026,-0.0019927,0.0010813,1.0026,0.0010813,-0.0019927,1.0026,1.5493,2.5,5.0914
-0,1.0104,-0.04183,-0.00070864,1.0104,-0.00070864,-0.04183,1.0113,13.05,2.4,5.0914
-0,1.0066,-0.0015531,0.0028843,1.0066,0.0028843,-0.0015531,1.0066,2.3499,2.3,5.0914
-0,1.0126,-0.049461,-0.0014147,1.0126,-0.0014147,-0.049461,1.0139,12.25,2.2,5.0914
-0,1.0068,-0.0022458,0.0027813,1.0068,0.0027813,-0.0022458,1.0068,3.15,2.1,5.0914
-0,1.0162,-0.063607,-0.0018316,1.0162,-0.0018316,-0.063607,1.0182,11.45,2,5.0914
-0,1.0038,-0.0005256,0.0026606,1.0038,0.0026606,-0.0005256,1.0038,3.9482,1.9,5.0913
-0,1.0189,-0.077373,-0.0008675,1.0189,-0.0008675,-0.077373,1.0219,10.667,1.8,5.0912
-0,1.0008,-0.0013593,0.0035203,1.0008,0.0035203,-0.0013593,1.0008,4.667,1.7,5.0914
-0,1.0196,-0.08157,0.00089692,1.0196,0.00089692,-0.08157,1.0228,10.07,1.6,5.0917
-0,0.99881,-0.002948,0.0043596,0.99881,0.0043596,-0.002948,0.99882,5.1469,1.5,5.0916
-0,1.021,-0.07463,0.0029817,1.021,0.0029817,-0.07463,1.0237,9.6503,1.4,5.0915
-0,0.99809,0.00080401,0.0044665,0.99809,0.0044665,0.00080401,0.9981,5.55,1.3,5.0914
-0,1.0222,-0.055465,0.0051558,1.0222,0.0051558,-0.055465,1.0237,9.25,1.2,5.0914
-0,0.99814,-0.0028887,0.0047729,0.99814,0.0047729,-0.0028887,0.99816,5.95,1.1,5.0914
-0,1.0222,-0.02836,0.0067612,1.0222,0.0067612,-0.02836,1.0226,8.85,1,5.0914
-0,0.99918,-0.00043129,0.0042796,0.99918,0.0042796,-0.00043129,0.99919,6.35,0.9,5.0914
-0,1.0225,-0.0055629,0.0074509,1.0225,0.0074509,-0.0055629,1.0225,8.45,0.8,5.0914
-0,1.0019,-0.00091646,0.0036017,1.0019,0.0036017,-0.00091646,1.0019,6.75,0.7,5.0914
-0,1.0218,-0.00068248,0.0068143,1.0218,0.0068143,-0.00068248,1.0218,8.05,0.6,5.0914
-0,1.0051,-0.0012119,0.0031754,1.0051,0.0031754,-0.0012119,1.0051,7.15,0.5,5.0914
-0,1.0136,-0.0021048,0.0037885,1.0136,0.0037885,-0.0021048,1.0136,7.65,0.4,5.0914
-0,1.0116,0.00015375,0.0039865,1.0116,0.0039865,0.00015375,1.0116,7.55,0.3,5.0914
-0,1.0062,-0.00081777,0.0018068,1.0062,0.0018068,-0.00081777,1.0062,7.25,0.2,5.0914
-0,1.0183,-0.00037245,0.0031076,1.0183,0.0031076,-0.00037245,1.0183,7.95,0.1,5.0914
