"alpha.water","UnityVector:0","UnityVector:1","UnityVector:2","U:0","U:1","U:2","UMag","Points:0","Points:1","Points:2"
1,-0,0,-0,-0.0021604,-2.3667e-05,0.0010804,0,0.24428,-7.4666,-2.7177
1,0,0,-0,0.00271,-1.3204e-06,0.00011516,0,13.846,-7.6558,-2.8125
1,0,0,-0,1.6271e-06,-2.9937e-05,9.7315e-05,0,14.919,4.6524,-2.8126
1,-0,-0,-0,-0.0054469,-2.357e-08,-0.00012107,0,3.5496,7.6557,-2.8125
-0,0.998,0.0029935,-0.00086944,0.998,-0.00086944,0.0029935,0.998,0.07976,7.6568,3.09
-0,1.0008,-0.0016882,0.00051974,1.0008,0.00051974,-0.0016882,1.0008,0.079729,-2.3031,5.093
-0,0.98884,-0.013311,-0.000418,0.98884,-0.000418,-0.013311,0.98893,9.4501,-7.6565,5.0928
-1.7335e-32,1.0034,-0.04089,-9.4495e-05,1.0034,-9.4495e-05,-0.04089,1.0043,14.92,1.6,5.093
-0,0.97555,-0.021062,0.00076808,0.97555,0.00076808,-0.021062,0.97578,6.75,7.6565,5.0928
-0,1.0032,-0.015203,2.9069e-05,1.0032,2.9069e-05,-0.015203,1.0034,8.05,7.4682,5.0924
-0,1.0022,-0.017406,0.00013778,1.0022,0.00013778,-0.017406,1.0023,7.15,7.2758,5.0922
-0,1.0037,-0.014558,8.0956e-05,1.0037,8.0956e-05,-0.014558,1.0038,7.65,7.0784,5.0919
-0,1.0033,-0.014092,0.00011593,1.0033,0.00011593,-0.014092,1.0034,7.55,6.8766,5.0918
-0,1.0025,-0.014377,0.00019014,1.0025,0.00019014,-0.014377,1.0026,7.25,6.6719,5.0917
-0,1.0041,-0.012468,8.977e-05,1.0041,8.977e-05,-0.012468,1.0041,7.95,6.4662,5.0916
-0,1.0015,-0.014891,0.00032019,1.0015,0.00032019,-0.014891,1.0016,6.85,6.2608,5.0916
-0,1.0052,-0.012195,0.0001728,1.0052,0.0001728,-0.012195,1.0053,8.35,6.0566,5.0915
-0,1.0006,-0.016103,0.00044689,1.0006,0.00044689,-0.016103,1.0008,6.45,5.8537,5.0915
-0,1.0079,-0.014528,0.00055555,1.0079,0.00055555,-0.014528,1.008,8.75,5.6519,5.0914
-0,0.99989,-0.017711,0.00056063,0.99989,0.00056063,-0.017711,1.0001,6.05,5.4509,5.0914
-0,1.0112,-0.016423,0.00084919,1.0112,0.00084919,-0.016423,1.0114,9.15,5.2504,5.0914
-0,0.99929,-0.01934,0.00065346,0.99929,0.00065346,-0.01934,0.99948,5.65,5.0502,5.0914
-0,1.0144,-0.018514,0.00097394,1.0144,0.00097394,-0.018514,1.0146,9.5502,4.8502,5.0914
-0,0.99884,-0.020827,0.00071309,0.99884,0.00071309,-0.020827,0.99906,5.2479,4.6508,5.0915
-0,1.0168,-0.020999,0.00081867,1.0168,0.00081867,-0.020999,1.0171,9.9628,4.4533,5.0917
-0,0.99855,-0.022623,0.00072889,0.99855,0.00072889,-0.022623,0.99881,4.7979,4.2617,5.0915
-0,1.0186,-0.023741,0.00017946,1.0186,0.00017946,-0.023741,1.0189,10.499,4.0819,5.091
-0,0.99863,-0.025592,0.00064929,0.99863,0.00064929,-0.025592,0.99896,4.1412,3.9174,5.0911
-0,1.0165,-0.025009,-0.00072971,1.0165,-0.00072971,-0.025009,1.0168,11.251,3.7692,5.0916
-0,0.99959,-0.023761,0.0004624,0.99959,0.0004624,-0.023761,0.99988,3.35,3.637,5.0918
-0,1.0123,-0.023002,-0.0010967,1.0123,-0.0010967,-0.023002,1.0126,12.05,3.518,5.0919
-0,1.0067,-0.0013084,0.00058495,1.0067,0.00058495,-0.0013084,1.0067,2.55,3.4079,5.0917
-0,1.0081,-0.019498,-0.00084315,1.0081,-0.00084315,-0.019498,1.0083,12.85,3.3031,5.0916
-0,1.0085,0.00017722,0.00088486,1.0085,0.00088486,0.00017722,1.0085,1.7494,3.2011,5.0915
-0,1.0048,-0.0171,-0.00040526,1.0048,-0.00040526,-0.0171,1.0049,13.65,3.1003,5.0914
-0,1.0029,0.00023091,0.00023754,1.0029,0.00023754,0.00023091,1.0029,0.95676,3.0001,5.0914
-0,1.0036,-0.019468,-0.00014334,1.0036,-0.00014334,-0.019468,1.0038,14.416,2.9,5.0919
-0,1.0006,-0.0013406,7.3191e-05,1.0006,7.3191e-05,-0.0013406,1.0006,0.24128,2.8,5.0927
-0,1.0034,-0.021237,-0.00010378,1.0034,-0.00010378,-0.021237,1.0036,14.591,2.8,5.0923
-0,1.0017,-0.0020017,0.00098185,1.0017,0.00098185,-0.0020017,1.0017,0.7667,2.7,5.0916
-0,1.004,-0.018853,-0.00031031,1.004,-0.00031031,-0.018853,1.0042,13.848,2.6,5.0914
